# Simulated BNS merger with GW detection; this is based on Patricelli et al . 2016, 2018
#run	MergerID	RA	Dec	Distance	DistMin	DistMax	redshift	theta	n det	SNR	90%C.R.	50%C.R.
#
run0183	MergerID000166	92.477	-23.514	2.530755e+05	1.370755e+05	2.844649e+05	0.057	27.572	3	12.370	201.237	54.862
run0183	MergerID000171	-121.296	62.600	8.193648e+04	4.147728e+04	1.609365e+05	0.019	66.077	3	24.480	4.633	1.060
run0183	MergerID000181	45.055	-68.121	1.133832e+05	6.580378e+04	2.543832e+05	0.026	71.781	3	16.140	14.346	3.573
run0183	MergerID000185	66.002	59.771	9.930757e+04	6.748614e+04	2.613076e+05	0.022	77.698	3	13.000	58.744	13.324
run0183	MergerID000195	-153.403	74.496	1.623890e+05	8.538900e+04	1.781131e+05	0.037	24.539	3	22.130	4.907	1.348
run0183	MergerID000200	3.420	-30.610	2.629171e+05	1.559171e+05	3.226203e+05	0.059	36.343	3	15.290	73.136	13.499
run0183	MergerID000206	122.890	42.312	2.781986e+05	1.811986e+05	3.739900e+05	0.063	43.535	2	12.970	911.302	183.320
run0183	MergerID000209	-89.920	-14.668	1.246984e+05	7.669840e+04	1.600944e+05	0.028	40.083	3	19.370	51.525	15.288
run0183	MergerID000215	-106.779	41.174	1.958040e+05	1.138040e+05	2.348528e+05	0.044	34.292	3	13.980	17.413	4.748
run0183	MergerID000288	-119.816	-15.264	1.217252e+05	7.372520e+04	1.525130e+05	0.028	38.116	3	12.210	21.522	5.950
run0183	MergerID000321	-39.365	-4.086	5.498862e+04	2.782772e+04	1.079886e+05	0.012	66.064	3	35.990	7.095	2.090
run0183	MergerID000331	86.145	-72.000	2.396934e+05	1.156934e+05	2.400407e+05	0.054	3.083	3	14.450	14.742	4.035
run0183	MergerID000342	-11.080	5.238	1.627362e+05	9.673620e+04	2.013739e+05	0.037	37.068	3	15.400	123.071	34.001
run0183	MergerID000343	170.458	59.557	1.028475e+05	6.181161e+04	2.398475e+05	0.023	73.147	3	20.050	223.269	32.811
run0183	MergerID000348	45.122	-16.757	1.710948e+05	1.090948e+05	2.259109e+05	0.039	42.224	3	12.900	25.233	6.586
run0183	MergerID000357	-81.826	-42.397	2.203156e+05	1.083156e+05	2.235114e+05	0.050	9.718	3	16.470	139.008	29.706
run0183	MergerID000361	-6.215	-10.649	2.570722e+05	1.350722e+05	2.795039e+05	0.058	23.355	3	16.860	36.372	7.098
run0183	MergerID000377	163.255	27.893	3.222376e+05	1.582376e+05	3.267846e+05	0.073	9.586	3	14.070	153.630	23.126
run0183	MergerID000384	-178.308	66.909	2.727598e+05	1.547598e+05	3.198427e+05	0.062	32.120	3	14.090	44.576	10.396
run0183	MergerID000389	164.645	-35.947	1.820429e+05	1.030429e+05	2.126707e+05	0.041	31.746	3	13.190	53.072	13.206
run0183	MergerID000398	130.325	-1.863	1.547194e+05	8.071940e+04	1.681328e+05	0.035	23.283	3	20.180	43.230	13.025
run0183	MergerID000402	177.812	26.600	1.499020e+05	9.390200e+04	2.059020e+05	0.034	45.331	3	21.890	8.979	2.465
run0183	MergerID000403	-49.187	-18.719	2.860688e+05	1.690688e+05	3.489757e+05	0.065	35.827	2	13.880	1511.043	441.259
run0183	MergerID000416	-6.474	55.661	1.049745e+05	6.397450e+04	1.329594e+05	0.024	39.004	3	20.880	8.708	2.524
run0183	MergerID000444	48.701	-48.761	1.589599e+05	9.795990e+04	2.199599e+05	0.036	46.116	3	17.210	7.387	2.051
run0183	MergerID000459	163.987	32.951	1.903551e+05	1.223551e+05	2.583551e+05	0.043	44.249	3	18.440	13.456	3.517
run0184	MergerID000003	-35.049	-31.173	4.221867e+05	2.051867e+05	4.234807e+05	0.095	4.482	2	12.430	1332.536	413.142
run0184	MergerID000013	164.786	24.235	2.566577e+05	1.606577e+05	3.319125e+05	0.058	40.649	3	13.880	433.049	68.353
run0184	MergerID000033	165.624	-0.977	1.681610e+05	8.516100e+04	1.776396e+05	0.038	18.931	3	23.420	18.310	4.877
run0184	MergerID000064	80.628	-18.901	8.623055e+04	5.323055e+04	1.192306e+05	0.020	45.547	3	25.600	5.105	1.511
run0184	MergerID000075	35.884	-27.917	1.573275e+05	8.232750e+04	2.323275e+05	0.036	51.156	3	15.440	12.662	3.570
run0184	MergerID000083	173.579	51.670	3.045971e+05	1.545971e+05	3.193045e+05	0.069	17.561	2	13.710	1391.077	474.201
run0184	MergerID000105	-141.106	58.013	1.147433e+05	4.714944e+04	1.827433e+05	0.026	55.944	3	20.310	6.350	1.381
run0184	MergerID000117	164.365	46.614	3.459287e+05	1.839287e+05	3.797051e+05	0.078	24.636	2	12.280	1412.793	378.836
run0184	MergerID000131	-113.571	13.099	1.352333e+05	6.037380e+04	2.342333e+05	0.031	60.222	3	14.180	19.791	5.516
run0184	MergerID000143	-122.154	40.059	2.405987e+05	1.185987e+05	2.448244e+05	0.054	10.684	3	15.010	12.475	3.416
run0184	MergerID000144	-147.319	-27.537	9.573623e+04	5.191983e+04	2.007362e+05	0.022	69.028	2	12.370	929.806	219.344
run0184	MergerID000152	7.672	-15.925	2.809531e+05	1.469531e+05	3.047952e+05	0.064	23.047	2	13.570	739.234	180.265
run0184	MergerID000167	-64.326	34.271	1.024478e+05	4.256133e+04	1.654478e+05	0.023	56.532	3	14.300	144.355	33.155
run0184	MergerID000173	-50.809	-52.534	2.746838e+05	1.496838e+05	3.103486e+05	0.062	28.167	2	16.520	847.123	208.368
run0184	MergerID000181	19.676	-24.667	2.772706e+05	1.512706e+05	3.127115e+05	0.063	27.962	3	14.600	21.683	5.430
run0184	MergerID000199	-48.922	-73.229	2.627225e+05	1.457225e+05	3.021275e+05	0.059	30.115	3	13.270	209.010	34.329
run0184	MergerID000212	28.506	-70.125	1.786697e+05	1.096697e+05	2.273408e+05	0.040	39.373	3	17.920	11.709	2.474
run0184	MergerID000218	-170.450	-29.037	1.508097e+05	6.724744e+04	2.608097e+05	0.034	60.163	2	12.330	1044.921	293.438
run0184	MergerID000219	146.624	-1.564	1.043914e+05	4.575624e+04	1.773914e+05	0.024	59.306	3	22.330	18.801	5.147
run0184	MergerID000225	-31.649	-56.996	2.255124e+05	1.275124e+05	3.235124e+05	0.051	48.940	3	14.390	141.329	21.140
run0184	MergerID000254	-61.940	-40.968	3.654369e+05	1.844369e+05	3.819936e+05	0.083	17.025	2	12.940	931.485	245.952
run0184	MergerID000271	178.446	-29.442	1.875821e+05	1.105821e+05	2.645821e+05	0.042	47.717	2	12.340	1040.829	287.458
run0184	MergerID000344	118.202	60.181	2.447309e+05	1.587309e+05	3.274225e+05	0.055	43.189	2	13.570	788.543	249.336
run0184	MergerID000351	-46.421	-24.497	2.235590e+05	1.265590e+05	2.625985e+05	0.051	32.290	2	17.100	880.157	259.643
run0184	MergerID000387	-25.250	28.360	1.395811e+05	7.958110e+04	1.641318e+05	0.032	32.396	3	16.150	39.171	9.379
run0184	MergerID000390	-58.301	-30.384	2.253202e+05	1.393202e+05	3.113202e+05	0.051	45.969	2	14.570	817.892	155.715
run0184	MergerID000391	-4.348	-38.297	4.987602e+04	3.971305e+04	1.538760e+05	0.011	83.069	3	16.800	37.850	10.349
run0184	MergerID000412	150.465	30.983	3.200068e+05	1.660068e+05	3.442060e+05	0.072	21.811	2	13.060	1435.822	494.973
run0184	MergerID000413	39.338	67.508	2.639393e+05	1.299393e+05	2.693349e+05	0.060	11.517	3	12.100	49.204	11.865
run0184	MergerID000432	52.569	20.801	7.208869e+04	3.408869e+04	1.100887e+05	0.016	52.977	3	15.920	11.997	3.524
run0184	MergerID000441	-14.688	-59.027	3.633209e+05	1.793209e+05	3.707586e+05	0.082	11.525	3	13.570	45.102	10.688
run0185	MergerID000004	76.785	53.941	5.535976e+04	3.326963e+04	1.293598e+05	0.013	73.145	3	20.700	14.859	3.951
run0185	MergerID000022	135.420	25.185	1.773140e+05	1.759112e+05	4.843140e+05	0.040	89.772	3	14.720	442.282	90.644
run0185	MergerID000044	-168.293	28.559	2.676797e+05	1.316797e+05	2.727964e+05	0.061	11.141	3	16.340	13.222	3.469
run0185	MergerID000066	-45.273	-29.217	2.244578e+05	1.384578e+05	2.857734e+05	0.051	39.421	2	15.900	888.655	295.536
run0185	MergerID000071	19.681	-12.509	6.631494e+04	4.131494e+04	8.719410e+04	0.015	41.911	3	38.320	3.063	0.879
run0185	MergerID000095	42.734	-20.747	1.754678e+05	8.546780e+04	1.763921e+05	0.040	5.872	3	18.740	8.648	2.397
run0185	MergerID000142	149.908	5.836	2.615642e+05	1.385642e+05	2.865833e+05	0.059	24.397	3	14.830	126.163	29.667
run0185	MergerID000150	-150.899	35.917	1.005898e+05	4.646940e+04	1.795898e+05	0.023	61.883	3	20.140	5.829	1.639
run0185	MergerID000153	103.651	22.121	1.931939e+05	1.231939e+05	2.551831e+05	0.044	42.251	3	12.460	318.446	74.920
run0185	MergerID000164	-10.748	-51.788	2.474225e+05	1.444225e+05	3.504225e+05	0.056	47.998	3	13.640	555.193	104.958
run0185	MergerID000190	161.303	63.308	3.038108e+05	1.898108e+05	3.916026e+05	0.069	40.394	2	12.580	1243.230	323.639
run0185	MergerID000202	-107.205	27.605	6.562018e+04	3.045981e+04	1.186202e+05	0.015	62.111	3	25.170	3.941	1.127
run0185	MergerID000222	-85.314	-16.315	2.035759e+05	1.075759e+05	2.227734e+05	0.046	24.233	3	14.080	87.228	26.080
run0185	MergerID000242	89.364	-73.490	5.416993e+04	3.394258e+04	1.311699e+05	0.012	74.734	3	22.340	8.565	1.926
run0185	MergerID000245	-33.146	-53.883	1.331258e+05	1.159148e+05	4.481258e+05	0.030	85.890	2	12.240	1275.136	332.308
run0185	MergerID000256	58.026	-67.393	8.382119e+04	4.540573e+04	1.758212e+05	0.019	68.980	3	20.610	8.366	1.851
run0185	MergerID000277	20.738	-50.150	9.716155e+04	7.405367e+04	2.861616e+05	0.022	81.637	3	14.470	34.327	5.786
run0185	MergerID000279	31.418	-41.565	1.499347e+05	8.167928e+04	3.159347e+05	0.034	69.215	3	12.390	62.062	14.973
run0185	MergerID000281	-14.498	-45.707	2.392589e+05	1.182589e+05	2.449395e+05	0.054	12.400	3	18.980	19.024	4.919
run0185	MergerID000288	-128.173	-77.649	1.728682e+05	8.586820e+04	2.598682e+05	0.039	52.304	3	15.040	18.660	4.937
run0185	MergerID000290	-162.703	73.614	1.787024e+05	8.970240e+04	1.856828e+05	0.040	15.836	3	21.270	7.848	1.796
run0185	MergerID000321	39.728	32.696	1.482607e+05	8.226070e+04	1.707679e+05	0.034	30.283	2	12.040	1159.589	319.351
run0185	MergerID000344	74.222	-36.885	1.244780e+05	7.647800e+04	1.724780e+05	0.028	45.961	3	18.430	11.069	3.079
run0185	MergerID000370	-3.582	-3.462	1.954270e+05	1.134270e+05	2.355448e+05	0.044	34.741	2	17.580	487.171	163.570
run0185	MergerID000376	151.299	46.481	2.759811e+05	1.509811e+05	3.126807e+05	0.062	28.482	2	13.920	996.622	259.932
run0185	MergerID000401	-73.909	16.485	9.753440e+04	6.253440e+04	1.309576e+05	0.022	43.447	3	24.430	8.718	2.438
run0185	MergerID000420	-162.919	-64.414	1.448147e+05	8.881470e+04	1.838370e+05	0.033	39.187	3	15.760	18.292	4.623
run0185	MergerID000437	148.672	36.392	4.362754e+05	2.182754e+05	4.501138e+05	0.099	14.300	2	12.120	2005.335	641.378
run0185	MergerID000441	141.983	41.387	2.394914e+05	1.414914e+05	2.920274e+05	0.054	35.788	2	15.190	1207.167	369.289
run0185	MergerID000448	157.674	30.513	4.007081e+05	2.297081e+05	4.750711e+05	0.091	33.195	3	13.070	595.741	152.410
run0185	MergerID000449	176.955	21.438	2.151924e+05	1.041924e+05	2.157157e+05	0.049	3.993	3	17.220	18.608	4.911
run0185	MergerID000450	-70.549	-58.426	1.315961e+05	8.554925e+04	3.305961e+05	0.030	76.098	2	14.280	679.775	161.328
run0185	MergerID000461	161.750	31.342	2.946181e+05	1.546181e+05	3.204093e+05	0.067	23.391	3	15.230	32.126	7.519
run0185	MergerID000471	13.589	68.772	6.247357e+04	3.847357e+04	7.937898e+04	0.014	39.259	3	37.570	1.649	0.481
run0185	MergerID000473	-33.476	-60.257	1.616754e+05	7.475947e+04	2.896754e+05	0.037	61.928	2	14.660	1005.172	239.369
run0185	MergerID000476	75.297	89.772	1.992908e+05	1.262908e+05	2.616876e+05	0.045	41.811	3	13.870	14.382	3.872
run0186	MergerID000043	113.476	-16.395	1.090167e+05	9.696331e+04	3.750167e+05	0.025	86.541	3	14.150	58.210	14.838
run0186	MergerID000067	-121.726	-34.578	8.636112e+04	3.936112e+04	1.333611e+05	0.020	54.154	3	15.470	35.962	10.321
run0186	MergerID000088	-32.074	-11.710	3.055064e+05	1.675064e+05	3.465598e+05	0.069	28.621	3	13.250	78.582	17.537
run0186	MergerID000089	-171.005	-8.911	1.992692e+05	1.242692e+05	2.570763e+05	0.045	40.462	2	13.640	847.608	243.054
run0186	MergerID000095	-168.639	35.446	3.274178e+05	1.654178e+05	3.428246e+05	0.074	17.342	3	17.040	13.134	3.424
run0186	MergerID000138	127.326	79.225	1.693106e+05	7.261723e+04	2.813106e+05	0.038	58.201	3	13.350	27.892	6.173
run0186	MergerID000151	62.069	-12.237	5.344345e+04	4.372560e+04	1.694434e+05	0.012	83.941	3	19.690	8.381	2.282
run0186	MergerID000196	-110.765	-18.462	1.193475e+05	7.434750e+04	1.553390e+05	0.027	41.144	2	12.820	119.026	23.962
run0186	MergerID000234	-6.685	-29.713	1.871512e+05	1.101512e+05	2.278978e+05	0.042	35.668	3	19.040	17.227	4.687
run0186	MergerID000247	-13.638	-14.772	2.459137e+05	1.429137e+05	2.966678e+05	0.056	34.825	3	13.740	291.533	32.362
run0186	MergerID000296	130.675	1.716	1.184142e+05	6.641420e+04	1.704142e+05	0.027	49.369	3	23.340	27.071	7.804
run0186	MergerID000301	-59.904	-26.485	2.531492e+05	1.371492e+05	2.835772e+05	0.057	27.170	2	13.050	1208.360	276.810
run0186	MergerID000310	-17.767	-31.899	3.708481e+05	1.948481e+05	4.033125e+05	0.084	23.391	3	12.840	366.569	18.062
run0186	MergerID000319	129.196	16.300	2.434615e+05	1.294615e+05	2.682746e+05	0.055	25.141	2	13.500	1430.524	417.654
run0186	MergerID000328	-179.082	-21.281	7.779253e+04	3.497908e+04	1.357925e+05	0.018	60.574	3	24.040	43.170	9.707
run0186	MergerID000329	-115.065	-56.702	8.922005e+04	4.594022e+04	1.782201e+05	0.020	66.822	3	13.010	73.920	17.786
run0186	MergerID000359	49.887	-36.650	1.785863e+05	8.758630e+04	1.826501e+05	0.040	12.143	3	18.290	7.232	1.988
run0186	MergerID000381	104.390	23.025	1.646812e+05	1.056812e+05	2.235565e+05	0.037	44.229	3	17.370	66.445	14.530
run0186	MergerID000399	-15.270	-73.941	2.054122e+05	1.274122e+05	2.834122e+05	0.046	45.706	3	12.870	40.958	6.868
run0186	MergerID000401	177.923	-9.495	2.784713e+05	1.394713e+05	2.889993e+05	0.063	15.585	3	13.600	195.421	46.627
run0186	MergerID000403	-57.697	-13.939	1.071311e+05	6.536403e+04	2.531311e+05	0.024	73.726	2	17.600	634.073	133.789
run0186	MergerID000416	23.600	-83.072	1.299916e+05	9.348783e+04	3.619916e+05	0.029	79.678	3	13.720	16.205	4.317
run0186	MergerID000452	-12.332	-18.747	2.864112e+05	1.704112e+05	3.518812e+05	0.065	36.450	2	12.960	1521.902	501.373
run0187	MergerID000016	19.433	-39.946	2.210290e+05	1.220290e+05	2.532857e+05	0.050	29.737	3	16.550	9.987	2.724
run0187	MergerID000022	-120.956	33.077	3.818571e+04	2.283313e+04	8.918571e+04	0.009	72.950	3	34.820	1.718	0.510
run0187	MergerID000024	-45.931	-34.512	2.306998e+05	1.416998e+05	2.925744e+05	0.052	39.107	2	14.200	843.228	162.023
run0187	MergerID000080	-85.811	-28.436	1.332280e+05	7.190189e+04	2.782280e+05	0.030	68.825	3	14.450	122.255	23.756
run0187	MergerID000101	104.647	-70.241	1.316421e+05	5.664210e+04	2.066421e+05	0.030	55.230	3	14.670	21.272	5.582
run0187	MergerID000107	102.856	-38.681	1.951891e+05	1.111891e+05	2.302351e+05	0.044	32.701	3	12.410	63.652	15.409
run0187	MergerID000110	-89.738	46.459	1.459743e+05	7.197430e+04	2.199743e+05	0.033	52.585	3	13.270	25.618	6.609
run0187	MergerID000120	130.845	-65.529	1.604926e+05	8.449260e+04	2.364926e+05	0.036	51.047	3	12.190	38.944	8.801
run0187	MergerID000157	145.256	11.205	4.182532e+05	2.172532e+05	4.497217e+05	0.095	21.758	3	12.950	585.394	127.481
run0187	MergerID000158	153.631	12.560	1.355474e+05	8.612204e+04	3.335474e+05	0.031	75.253	3	14.750	53.210	12.842
run0187	MergerID000170	76.940	-2.732	1.374042e+05	8.140420e+04	1.934042e+05	0.031	47.584	3	13.140	67.088	17.792
run0187	MergerID000192	-138.228	29.688	1.243230e+05	5.274126e+04	2.043230e+05	0.028	57.634	3	14.690	13.579	3.722
run0187	MergerID000210	-10.014	-69.090	2.541446e+05	1.611446e+05	3.471446e+05	0.057	44.889	3	12.790	121.897	9.595
run0187	MergerID000214	-163.589	39.789	2.363077e+05	1.193077e+05	2.468943e+05	0.053	16.932	3	18.570	8.287	2.299
run0187	MergerID000245	152.978	25.490	2.943284e+05	1.633284e+05	3.381409e+05	0.067	30.010	2	13.190	1205.908	373.223
run0187	MergerID000256	6.637	-41.082	1.216727e+05	6.667270e+04	1.766727e+05	0.028	49.780	3	23.400	4.489	1.266
run0187	MergerID000264	-172.897	49.949	7.738961e+04	5.137301e+04	1.993896e+05	0.018	76.858	3	21.300	15.631	4.509
run0187	MergerID000267	-171.488	-12.034	1.343091e+05	8.030910e+04	1.883091e+05	0.030	47.171	2	15.630	596.594	162.115
run0187	MergerID000269	95.970	-51.742	1.719777e+05	9.597770e+04	1.993845e+05	0.039	30.967	3	14.360	22.750	5.897
run0187	MergerID000271	-148.821	47.512	1.628751e+05	1.028751e+05	2.228643e+05	0.037	44.784	3	17.630	7.604	2.104
run0187	MergerID000280	-79.125	5.446	1.015517e+05	4.355170e+04	1.595517e+05	0.023	55.214	3	19.840	27.675	6.996
run0187	MergerID000282	-157.973	-77.411	1.152172e+05	1.082039e+05	4.182172e+05	0.026	88.172	3	13.330	27.999	7.178
run0187	MergerID000287	112.980	33.037	5.284458e+04	2.784458e+04	5.853344e+04	0.012	25.799	3	63.290	5.856	1.464
run0187	MergerID000308	57.786	-42.025	2.703210e+05	1.393210e+05	2.876616e+05	0.061	20.152	3	12.080	112.446	28.595
run0187	MergerID000314	-111.156	30.971	2.539543e+05	1.309543e+05	2.720136e+05	0.057	21.177	3	12.790	25.271	6.742
run0187	MergerID000324	-46.652	31.672	1.269066e+05	6.590660e+04	1.879066e+05	0.029	51.352	2	12.040	254.857	48.810
run0187	MergerID000325	-151.296	31.382	2.025879e+05	1.315879e+05	2.719505e+05	0.046	43.431	3	14.270	18.664	4.898
run0187	MergerID000326	138.227	1.280	1.568652e+05	6.497850e+04	2.518652e+05	0.035	56.376	3	14.520	141.634	33.975
run0187	MergerID000339	115.038	-69.255	1.359108e+05	6.291080e+04	2.089108e+05	0.031	53.942	3	14.460	15.093	4.054
run0187	MergerID000372	-37.641	-73.483	2.101708e+05	1.211708e+05	2.991708e+05	0.048	48.523	2	13.150	1129.138	249.506
run0187	MergerID000375	110.103	-25.992	2.094077e+05	1.104077e+05	2.280371e+05	0.047	23.571	3	14.310	41.809	10.464
run0187	MergerID000403	-167.742	57.269	3.284979e+05	1.694979e+05	3.511998e+05	0.074	20.888	3	12.970	39.757	9.830
run0187	MergerID000412	152.616	53.163	1.499289e+05	7.837299e+04	3.029289e+05	0.034	67.473	3	17.470	230.186	50.220
run0187	MergerID000435	-146.486	-1.328	1.082039e+05	5.320390e+04	1.101270e+05	0.024	10.747	3	21.130	15.418	4.147
run0188	MergerID000003	-45.160	-5.841	2.629006e+05	1.499006e+05	3.098536e+05	0.059	32.622	2	12.880	1192.112	315.522
run0188	MergerID000014	171.842	-8.444	1.559895e+05	9.898950e+04	2.054214e+05	0.035	42.027	3	18.920	41.898	10.067
run0188	MergerID000097	121.107	-9.674	1.447399e+05	6.227854e+04	2.407399e+05	0.033	58.366	3	15.250	120.626	36.876
run0188	MergerID000105	44.347	-6.023	1.323546e+05	7.635460e+04	1.883546e+05	0.030	48.385	2	12.650	277.885	67.996
run0188	MergerID000117	86.795	-2.087	1.600988e+05	8.209880e+04	2.380988e+05	0.036	51.543	3	12.780	85.949	18.235
run0188	MergerID000136	131.537	14.815	2.518757e+05	1.518757e+05	3.518757e+05	0.057	46.811	3	12.040	211.568	42.633
run0188	MergerID000142	130.813	-4.922	2.296386e+05	1.136386e+05	2.352380e+05	0.052	12.564	3	14.110	90.365	24.694
run0188	MergerID000184	-4.809	-46.121	3.624854e+05	1.974854e+05	4.090070e+05	0.082	28.015	2	12.300	1425.068	417.234
run0188	MergerID000192	-88.332	1.133	1.006046e+05	9.123917e+04	3.526046e+05	0.023	87.130	2	13.930	971.496	251.814
run0188	MergerID000212	154.973	-22.489	5.578087e+04	4.092277e+04	1.587809e+05	0.013	80.357	3	23.500	31.306	8.890
run0188	MergerID000225	77.862	58.398	2.639559e+05	1.319559e+05	2.740981e+05	0.060	15.709	2	13.140	857.430	257.965
run0188	MergerID000246	-177.286	-18.624	2.226379e+05	1.086379e+05	2.257709e+05	0.050	9.573	2	14.040	878.976	241.494
run0188	MergerID000260	-33.706	-27.301	2.432301e+05	1.492301e+05	3.085189e+05	0.055	39.121	2	13.050	1114.293	292.848
run0188	MergerID000266	120.915	-4.999	1.654253e+05	8.519273e+04	3.294253e+05	0.037	66.829	3	12.030	384.134	72.061
run0188	MergerID000291	102.090	57.044	2.079213e+05	1.159213e+05	2.392777e+05	0.047	30.191	3	17.480	25.896	6.306
run0188	MergerID000335	-81.602	-73.465	1.920087e+05	1.170087e+05	2.419644e+05	0.043	38.591	3	13.600	77.859	13.048
run0188	MergerID000394	143.068	33.288	1.345474e+05	1.166859e+05	4.515474e+05	0.030	85.767	2	16.550	804.974	221.665
run0188	MergerID000406	-132.189	8.434	4.309594e+04	1.899109e+04	7.409594e+04	0.010	59.575	3	29.140	3.150	0.906
run0188	MergerID000410	96.645	1.803	1.532303e+05	8.123030e+04	2.252303e+05	0.035	50.868	3	14.880	111.479	24.428
run0188	MergerID000425	12.316	-14.389	3.610903e+05	1.900903e+05	3.939893e+05	0.082	23.840	3	12.050	149.325	33.306
run0188	MergerID000464	82.665	-26.090	8.663175e+04	6.580580e+04	2.546318e+05	0.020	81.525	3	16.630	16.378	3.980
run0188	MergerID000466	-93.574	36.029	2.047870e+05	1.077870e+05	2.225026e+05	0.046	23.259	3	13.950	25.839	6.773
run0189	MergerID000034	-0.469	-34.639	1.400518e+05	5.960502e+04	2.310518e+05	0.032	57.801	3	18.090	12.507	3.424
run0189	MergerID000041	-46.503	-26.190	3.104906e+05	1.764906e+05	3.657302e+05	0.070	32.565	2	12.630	1321.363	387.701
run0189	MergerID000055	157.587	37.749	3.014442e+05	1.824442e+05	3.772108e+05	0.068	38.011	2	13.040	1279.923	391.530
run0189	MergerID000073	-86.496	-12.939	1.552908e+05	7.966705e+04	3.082908e+05	0.035	66.662	3	12.900	186.261	33.313
run0189	MergerID000080	175.714	-60.804	2.339985e+05	1.259985e+05	2.603332e+05	0.053	26.344	3	12.660	42.543	9.385
run0189	MergerID000139	-31.015	-35.108	2.547572e+05	1.307572e+05	2.709652e+05	0.058	20.072	2	15.900	791.808	199.424
run0189	MergerID000147	32.274	-52.909	2.672089e+05	1.642089e+05	3.393512e+05	0.060	39.220	3	12.950	33.200	6.664
run0189	MergerID000151	150.096	40.169	3.610299e+05	1.770299e+05	3.654681e+05	0.082	8.952	2	12.180	1339.618	383.085
run0189	MergerID000152	-116.786	80.983	1.591803e+05	1.031803e+05	2.134792e+05	0.036	43.363	3	16.880	10.495	2.864
run0189	MergerID000176	168.866	35.476	3.113873e+05	1.883873e+05	3.904239e+05	0.070	38.175	3	12.240	148.266	14.878
run0189	MergerID000177	25.744	68.908	1.830590e+05	9.405900e+04	2.720590e+05	0.041	51.682	3	12.740	45.532	11.481
run0189	MergerID000197	-27.881	-58.977	2.795110e+05	1.625110e+05	3.370296e+05	0.063	34.779	2	13.600	1086.675	271.787
run0189	MergerID000204	-41.660	-11.386	3.024896e+05	1.584896e+05	3.280264e+05	0.068	22.990	2	12.340	1824.362	613.052
run0189	MergerID000207	-13.222	-40.743	2.704800e+05	1.554800e+05	3.211372e+05	0.061	33.333	2	14.990	893.467	246.582
run0189	MergerID000217	110.894	34.476	2.308304e+05	1.158304e+05	3.458304e+05	0.052	52.192	2	12.450	1516.132	369.709
run0189	MergerID000251	-15.014	-17.493	2.487025e+05	1.497025e+05	3.477025e+05	0.056	47.092	3	13.030	425.040	72.324
run0189	MergerID000265	-61.131	-46.768	1.012450e+05	5.224500e+04	1.086574e+05	0.023	21.475	3	36.580	14.629	3.420
run0189	MergerID000293	-151.306	-71.790	2.698096e+05	1.308096e+05	2.708957e+05	0.061	5.135	3	13.690	105.712	13.561
run0189	MergerID000305	96.973	-11.774	2.362994e+05	1.482994e+05	3.058223e+05	0.053	40.709	3	12.310	74.261	17.002
run0189	MergerID000320	-23.395	11.876	6.542534e+04	3.642534e+04	7.520301e+04	0.015	30.065	3	44.370	7.224	2.023
run0189	MergerID000325	170.985	30.805	1.707178e+05	1.027178e+05	2.122299e+05	0.039	37.461	3	21.840	7.385	2.015
run0189	MergerID000333	-150.150	36.367	8.522441e+04	4.122441e+04	1.292244e+05	0.019	52.670	3	28.370	2.737	0.789
run0189	MergerID000335	24.621	66.633	2.037945e+05	1.117945e+05	2.315998e+05	0.046	28.824	3	13.170	29.687	7.599
run0189	MergerID000345	28.224	55.862	1.294782e+04	6.182308e+03	2.394782e+04	0.003	63.437	3	122.560	0.262	0.078
run0189	MergerID000365	172.394	-21.587	1.298154e+05	7.881540e+04	1.631343e+05	0.029	38.362	3	16.620	78.172	24.300
run0189	MergerID000367	46.635	-39.138	2.212281e+05	1.292281e+05	3.132281e+05	0.050	48.031	3	13.610	28.526	5.485
run0189	MergerID000381	36.392	-38.266	1.637918e+05	7.379180e+04	2.537918e+05	0.037	54.287	3	16.230	11.489	3.117
run0189	MergerID000393	8.220	-2.600	1.220721e+05	6.507210e+04	1.344444e+05	0.028	25.075	3	25.560	10.987	2.974
run0189	MergerID000417	-139.386	39.319	3.048211e+05	1.558211e+05	3.224538e+05	0.069	19.170	3	12.260	145.945	27.362
run0189	MergerID000428	162.588	39.611	4.056759e+05	2.316759e+05	4.795482e+05	0.092	32.911	3	13.030	598.141	155.099
run0189	MergerID000455	105.838	-1.805	1.239934e+05	7.315069e+04	2.829934e+05	0.028	72.426	3	12.880	157.964	30.067
run0189	MergerID000456	29.451	-24.902	2.179243e+05	1.079243e+05	2.240903e+05	0.049	13.519	3	17.750	10.853	2.972
run0189	MergerID000461	73.714	-23.920	1.240113e+05	7.669075e+04	2.970113e+05	0.028	74.239	3	13.550	32.235	8.654
run0189	MergerID000469	90.048	-32.065	9.779696e+04	4.152007e+04	1.607970e+05	0.022	57.674	3	19.750	9.547	2.645
run0189	MergerID000471	-36.296	-71.987	1.426344e+05	9.263440e+04	1.919856e+05	0.032	43.624	3	23.150	5.704	1.581
run0189	MergerID000481	145.814	1.586	2.778128e+05	1.448128e+05	2.997716e+05	0.063	22.278	3	13.560	86.057	22.159
run0190	MergerID000097	81.462	54.276	1.484106e+05	6.841060e+04	2.284106e+05	0.034	53.819	3	14.910	46.741	11.415
run0190	MergerID000122	95.560	-42.619	1.366716e+05	6.867160e+04	2.046716e+05	0.031	52.221	3	14.140	111.862	27.959
