# Simulated BNS merger with GW detection; this is based on Patricelli et al . 2016, 2018
#run	MergerID	RA	Dec	Distance	DistMin	DistMax	redshift	theta	n det	SNR	90%C.R.	50%C.R.
#
run0486	MergerID000032	-69.193	18.574	2.381317e+05	1.381317e+05	2.857697e+05	0.054	34.340	3	12.750	79.064	19.340
run0486	MergerID000091	-7.001	-57.325	2.786495e+05	1.776495e+05	3.676421e+05	0.063	42.167	2	12.300	1249.184	329.056
run0486	MergerID000108	-7.801	-21.334	3.842851e+05	1.882851e+05	3.886702e+05	0.087	8.627	3	12.930	557.920	109.423
run0486	MergerID000118	-48.796	-45.237	2.002251e+05	1.002251e+05	3.002251e+05	0.045	52.162	2	15.790	751.732	204.106
run0486	MergerID000122	-31.634	72.022	1.982364e+05	9.923640e+04	2.064998e+05	0.045	16.347	3	15.910	11.621	3.117
run0486	MergerID000129	-24.570	-11.715	3.584747e+05	1.984747e+05	4.106608e+05	0.081	29.703	3	12.160	710.200	144.555
run0486	MergerID000141	44.400	-36.209	2.222524e+05	1.272524e+05	2.632570e+05	0.050	33.107	3	14.090	21.215	5.546
run0486	MergerID000147	101.936	7.613	2.006584e+05	9.765840e+04	2.029310e+05	0.045	8.595	3	16.980	63.767	18.120
run0486	MergerID000196	31.646	-37.317	3.060086e+05	1.650086e+05	3.420629e+05	0.069	26.917	3	12.850	26.984	6.789
run0486	MergerID000200	-62.324	52.403	1.586650e+05	8.466500e+04	1.749189e+05	0.036	25.202	2	12.510	439.174	82.434
run0486	MergerID000204	84.196	-0.636	1.827432e+05	1.087432e+05	2.259698e+05	0.041	37.007	3	13.410	62.347	15.992
run0486	MergerID000217	18.509	34.840	1.560554e+05	9.605540e+04	2.160554e+05	0.035	45.840	2	12.540	280.924	42.968
run0486	MergerID000218	-125.074	49.405	2.352217e+05	1.532217e+05	3.166080e+05	0.053	43.624	3	12.210	20.246	5.339
run0486	MergerID000229	38.779	-58.710	1.627879e+05	8.548925e+04	3.307879e+05	0.037	67.671	3	14.110	165.124	26.208
run0486	MergerID000235	-67.256	-21.363	2.755578e+05	1.405578e+05	2.912394e+05	0.062	19.019	3	13.680	166.721	35.860
run0486	MergerID000252	171.167	14.652	6.263550e+04	3.663550e+04	8.863550e+04	0.014	47.807	3	48.410	1.775	0.507
run0486	MergerID000301	175.937	-21.628	1.096620e+05	5.966200e+04	1.244692e+05	0.025	28.685	3	24.150	30.488	8.333
run0486	MergerID000318	2.514	52.311	1.212768e+05	7.227680e+04	1.499867e+05	0.027	37.020	3	18.990	12.319	3.431
run0486	MergerID000319	177.725	6.470	2.085437e+05	1.275437e+05	2.637967e+05	0.047	38.899	3	16.990	46.306	10.898
run0486	MergerID000359	-51.040	-55.761	3.014356e+05	1.904356e+05	3.945737e+05	0.068	41.575	2	12.670	1408.964	335.770
run0486	MergerID000360	160.629	-75.733	1.367031e+05	8.170310e+04	1.687400e+05	0.031	36.855	3	18.230	10.270	2.965
run0487	MergerID000002	108.972	29.755	1.555592e+05	9.755920e+04	2.023253e+05	0.035	41.089	3	17.520	83.080	14.471
run0487	MergerID000023	143.605	52.051	3.169368e+05	1.749368e+05	3.610469e+05	0.072	29.091	2	14.040	1134.463	285.412
run0487	MergerID000027	-95.010	21.931	2.254204e+05	1.134204e+05	2.346997e+05	0.051	16.247	3	14.930	20.514	5.549
run0487	MergerID000046	-37.832	-18.866	2.645509e+05	1.675509e+05	3.465909e+05	0.060	41.640	3	13.310	495.236	108.269
run0487	MergerID000119	0.471	-17.039	2.572846e+05	1.512846e+05	3.632846e+05	0.058	47.839	3	12.320	69.648	13.724
run0487	MergerID000137	177.377	71.094	3.630058e+05	1.940058e+05	4.002584e+05	0.082	25.223	3	14.060	19.514	4.592
run0487	MergerID000141	-75.392	6.335	1.811076e+05	8.810760e+04	1.822666e+05	0.041	6.470	3	17.890	23.480	6.579
run0487	MergerID000145	-48.732	-63.966	2.464540e+05	1.364540e+05	2.828336e+05	0.056	29.894	2	14.680	1331.749	441.101
run0487	MergerID000154	57.899	58.774	1.573814e+05	7.593714e+04	2.943814e+05	0.036	63.920	3	13.570	51.102	13.416
run0487	MergerID000155	82.178	59.428	1.516434e+05	7.964340e+04	1.653623e+05	0.034	23.760	3	20.110	14.338	3.999
run0487	MergerID000179	6.062	-35.211	2.842632e+05	1.572632e+05	3.253059e+05	0.064	29.590	3	15.010	17.154	4.486
run0487	MergerID000218	101.192	13.725	1.060419e+05	5.074549e+04	1.970419e+05	0.024	63.540	3	17.580	63.265	17.560
run0487	MergerID000254	178.625	-6.599	1.296395e+05	6.763950e+04	1.408867e+05	0.029	23.291	3	24.990	25.512	6.673
run0487	MergerID000288	88.448	-44.375	1.658552e+05	8.985520e+04	2.418552e+05	0.038	50.397	3	14.300	20.391	5.413
run0487	MergerID000290	7.231	-38.421	2.697272e+05	1.747272e+05	3.641423e+05	0.061	43.838	3	13.380	40.258	9.761
run0487	MergerID000304	-32.306	-44.607	1.849307e+05	1.159307e+05	2.539307e+05	0.042	45.195	2	18.200	719.550	230.255
run0487	MergerID000319	141.461	63.023	1.634233e+05	1.370759e+05	4.834233e+05	0.037	84.728	2	13.230	1358.502	298.998
run0487	MergerID000320	107.516	-12.533	1.000873e+05	4.908730e+04	1.022048e+05	0.023	11.714	3	31.400	6.007	1.724
run0487	MergerID000353	8.689	-1.595	1.719712e+05	9.197120e+04	2.519712e+05	0.039	50.663	2	12.890	761.056	183.504
run0487	MergerID000362	19.112	-28.259	1.961710e+05	9.217100e+04	3.001710e+05	0.044	53.663	3	12.970	31.571	7.727
run0488	MergerID000023	47.524	-70.156	1.327520e+05	7.675200e+04	1.887520e+05	0.030	48.067	3	20.200	10.771	2.559
run0488	MergerID000031	100.046	-68.982	1.377796e+05	6.378073e+04	2.467796e+05	0.031	61.981	3	13.820	26.295	7.277
run0488	MergerID000038	-8.131	-17.934	1.152126e+05	4.781504e+04	1.852126e+05	0.026	56.477	3	21.770	21.927	6.575
run0488	MergerID000045	165.415	50.133	2.846249e+05	1.756249e+05	3.637671e+05	0.064	39.726	2	12.030	1369.465	398.769
run0488	MergerID000052	-127.798	74.725	2.502974e+05	1.292974e+05	2.673617e+05	0.057	20.752	3	13.640	26.609	6.573
run0488	MergerID000095	-138.650	42.069	2.765559e+05	1.495559e+05	3.099229e+05	0.063	27.218	3	14.890	14.827	4.056
run0488	MergerID000098	101.919	-14.637	1.810082e+05	1.180082e+05	2.434735e+05	0.041	43.576	3	13.830	49.830	13.114
run0488	MergerID000129	-68.460	-32.397	1.929889e+05	9.798890e+04	2.023139e+05	0.044	17.567	3	18.560	73.323	12.921
run0488	MergerID000139	6.996	-50.798	1.553008e+05	1.003008e+05	2.082243e+05	0.035	43.345	3	22.340	5.963	1.606
run0488	MergerID000145	-130.682	10.631	2.030546e+05	1.000546e+05	2.072129e+05	0.046	11.527	3	15.210	15.156	4.296
run0488	MergerID000148	142.504	-78.892	1.779524e+05	9.995240e+04	2.069218e+05	0.040	31.271	3	15.360	18.933	5.386
run0488	MergerID000171	110.293	13.403	1.936645e+05	1.036645e+05	2.151933e+05	0.044	26.192	3	17.410	58.465	16.055
run0488	MergerID000179	-167.066	-28.804	1.220098e+05	5.576483e+04	2.160098e+05	0.028	61.369	2	12.210	1071.450	285.491
run0488	MergerID000180	-64.422	0.348	1.818563e+05	1.158563e+05	2.478563e+05	0.041	44.623	3	15.280	131.628	26.644
run0488	MergerID000191	120.236	81.986	1.834366e+05	7.696791e+04	2.974366e+05	0.041	57.058	3	12.560	40.647	7.173
run0488	MergerID000192	163.360	-12.411	1.880726e+05	9.607260e+04	1.990153e+05	0.043	19.224	3	18.290	42.040	12.134
run0488	MergerID000199	-167.970	61.366	2.375548e+05	1.315548e+05	2.717510e+05	0.054	29.549	3	15.720	20.591	4.152
run0488	MergerID000203	-117.542	39.493	2.169260e+05	1.329260e+05	3.009260e+05	0.049	46.195	3	12.340	25.109	6.464
run0488	MergerID000220	79.718	3.998	8.854625e+04	4.654625e+04	9.730491e+04	0.020	24.788	3	25.740	10.322	2.872
run0488	MergerID000231	46.223	-26.443	2.089403e+05	1.089403e+05	2.263823e+05	0.047	22.867	3	15.860	12.854	3.560
run0488	MergerID000240	-126.554	23.137	1.916512e+05	1.086512e+05	2.243083e+05	0.043	31.931	3	14.310	19.046	5.160
run0488	MergerID000253	122.405	26.850	2.603588e+05	1.493588e+05	3.094636e+05	0.059	33.439	3	13.020	361.080	97.319
run0488	MergerID000265	-123.644	3.374	5.883093e+04	3.583093e+04	8.183093e+04	0.013	46.464	3	27.550	4.339	1.244
run0488	MergerID000271	-144.253	42.043	3.061569e+05	1.681569e+05	3.467771e+05	0.069	28.452	3	12.680	50.411	7.106
run0488	MergerID000273	174.416	-29.989	1.787086e+05	9.770860e+04	2.034389e+05	0.040	29.014	3	13.400	129.972	27.854
run0488	MergerID000307	-33.538	26.493	1.832660e+05	9.226600e+04	1.921315e+05	0.041	17.577	3	14.560	80.907	23.510
run0488	MergerID000326	159.630	17.590	2.830471e+05	1.800471e+05	3.723832e+05	0.064	41.955	3	13.640	74.641	12.713
run0488	MergerID000359	172.695	2.424	1.298468e+05	7.484680e+04	1.546338e+05	0.029	33.622	3	25.870	15.397	4.019
run0488	MergerID000387	-40.779	-11.587	1.400953e+05	9.874769e+04	3.820953e+05	0.032	78.983	2	12.040	2028.992	608.593
run0488	MergerID000406	142.962	29.475	1.972664e+05	1.062664e+05	2.202863e+05	0.045	26.796	3	20.960	248.441	47.040
run0489	MergerID000010	59.833	4.603	7.133301e+04	3.633301e+04	1.063330e+05	0.016	51.718	3	22.370	5.340	1.562
run0489	MergerID000016	6.731	-12.236	2.756272e+05	1.516272e+05	3.130229e+05	0.062	28.749	3	15.310	21.464	5.576
run0489	MergerID000024	-164.485	-48.836	2.318632e+05	1.238632e+05	2.554346e+05	0.052	25.111	3	12.270	99.355	25.090
run0489	MergerID000040	5.598	44.723	1.451506e+05	7.115060e+04	1.474268e+05	0.033	10.101	3	18.070	22.353	6.046
run0489	MergerID000042	-0.929	-43.225	2.540599e+05	1.260599e+05	2.605719e+05	0.057	12.877	3	18.120	11.736	3.042
run0489	MergerID000046	169.878	-6.019	2.211031e+05	1.151031e+05	2.386238e+05	0.050	22.305	2	14.220	1077.745	246.293
run0489	MergerID000068	72.351	53.501	1.282713e+05	8.027130e+04	1.665096e+05	0.029	40.940	3	17.690	24.478	6.541
run0489	MergerID000090	-131.940	-79.175	1.530711e+05	8.004911e+04	3.100711e+05	0.035	67.491	3	12.320	52.685	14.304
run0489	MergerID000101	38.005	-36.795	2.931544e+05	1.421544e+05	2.946803e+05	0.066	5.837	3	13.540	30.995	8.655
run0489	MergerID000112	-110.012	55.612	1.022303e+05	6.728615e+04	2.602303e+05	0.023	76.549	3	13.400	55.833	9.305
run0489	MergerID000134	132.032	-7.351	8.280058e+04	4.780058e+04	1.178006e+05	0.019	48.511	3	28.220	21.357	6.370
run0489	MergerID000142	-91.409	35.567	1.600981e+05	9.109810e+04	1.883550e+05	0.036	32.447	3	18.500	12.574	3.478
run0489	MergerID000146	16.760	-51.547	3.239114e+05	1.719114e+05	3.563516e+05	0.073	24.934	3	13.310	86.655	13.638
run0489	MergerID000147	-164.424	20.845	1.975894e+05	1.235894e+05	2.556405e+05	0.045	40.684	3	15.340	22.845	5.945
run0489	MergerID000152	76.937	71.336	1.347702e+05	7.052628e+04	2.727702e+05	0.030	67.520	3	13.150	42.501	10.646
run0489	MergerID000177	105.742	31.032	3.031802e+05	1.541802e+05	3.184168e+05	0.069	17.906	2	12.180	1282.126	367.296
run0489	MergerID000189	73.826	-20.327	1.784053e+05	1.114053e+05	2.454053e+05	0.040	45.546	3	14.850	19.626	5.473
run0489	MergerID000204	83.243	80.813	2.065033e+05	1.245033e+05	2.574928e+05	0.047	37.715	3	13.650	20.618	5.479
run0489	MergerID000233	137.454	-81.031	1.034784e+05	5.547840e+04	1.514784e+05	0.023	50.606	3	23.260	3.758	1.060
run0489	MergerID000261	-1.660	-45.637	2.773290e+05	1.473290e+05	3.058203e+05	0.063	25.236	3	14.310	411.241	89.975
run0489	MergerID000305	108.050	38.661	1.830967e+05	1.050967e+05	2.174883e+05	0.041	33.377	2	16.440	490.462	136.975
run0489	MergerID000311	-41.552	9.950	1.662472e+05	8.624720e+04	2.462472e+05	0.038	51.514	3	12.550	134.621	42.856
run0489	MergerID000339	66.254	6.356	1.239745e+05	6.097450e+04	1.257512e+05	0.028	9.660	3	16.860	18.330	5.208
run0489	MergerID000340	46.317	-20.984	1.626602e+05	9.266020e+04	2.326602e+05	0.037	48.637	3	13.990	19.731	5.314
run0489	MergerID000353	-92.780	32.743	2.571395e+05	1.251395e+05	2.587374e+05	0.058	6.376	3	13.400	26.413	6.936
run0489	MergerID000374	2.611	-8.819	3.108099e+05	1.558099e+05	3.222803e+05	0.070	15.402	2	13.550	1588.730	510.081
run0489	MergerID000379	-91.331	76.310	8.381024e+04	5.281024e+04	1.101492e+05	0.019	41.878	3	28.090	2.502	0.738
run0489	MergerID000402	173.719	36.675	3.374205e+05	1.864205e+05	3.863807e+05	0.076	29.658	2	12.560	1253.052	294.763
run0490	MergerID000014	-44.668	-4.404	2.678163e+05	1.618163e+05	3.341125e+05	0.061	37.757	3	12.110	166.138	36.286
run0490	MergerID000026	87.092	45.692	1.539854e+05	7.298540e+04	2.349854e+05	0.035	53.485	3	15.030	71.832	15.301
run0490	MergerID000037	-31.314	-58.081	1.852157e+05	8.921570e+04	2.812157e+05	0.042	53.034	2	15.820	854.755	209.994
run0490	MergerID000043	53.426	-36.579	2.571444e+05	1.551444e+05	3.211248e+05	0.058	37.842	3	12.130	20.804	5.491
run0490	MergerID000048	132.736	8.758	1.419745e+05	7.197450e+04	1.490042e+05	0.032	17.777	3	26.840	12.818	3.660
run0490	MergerID000070	-1.749	21.694	2.884686e+05	1.394686e+05	2.889305e+05	0.065	3.241	3	12.350	329.226	83.824
run0490	MergerID000080	-103.566	-32.777	1.961774e+05	1.061774e+05	2.194620e+05	0.044	27.010	2	12.060	257.040	46.682
run0490	MergerID000098	143.209	54.955	2.188151e+05	1.208151e+05	2.499646e+05	0.049	29.397	3	17.290	31.238	6.364
run0490	MergerID000100	-44.613	-3.254	5.480939e+04	3.758316e+04	1.458094e+05	0.012	78.017	3	27.120	13.675	3.732
run0490	MergerID000134	100.247	-61.054	2.290766e+05	1.210766e+05	2.501825e+05	0.052	23.967	3	12.290	28.739	7.423
run0490	MergerID000183	4.905	-29.842	1.401976e+05	6.272212e+04	2.431976e+05	0.032	60.326	3	17.940	14.038	3.722
run0490	MergerID000227	-152.934	-58.673	1.213720e+05	5.637200e+04	1.863720e+05	0.027	53.694	3	16.550	31.619	8.629
run0490	MergerID000230	-46.615	5.130	5.028967e+04	2.961042e+04	1.152897e+05	0.011	72.349	3	30.370	14.656	4.360
run0490	MergerID000232	4.842	-57.725	1.299025e+05	6.490250e+04	1.350868e+05	0.029	16.003	3	32.810	1.880	0.533
run0490	MergerID000236	150.182	70.204	1.269322e+05	9.076359e+04	3.509322e+05	0.029	79.480	3	17.220	22.298	4.201
run0490	MergerID000242	83.928	-29.758	2.010303e+05	1.260303e+05	2.612206e+05	0.045	41.017	3	12.940	25.509	6.760
run0490	MergerID000243	-54.293	64.902	1.794903e+05	9.549030e+04	1.970277e+05	0.041	24.644	3	14.220	22.548	5.977
run0490	MergerID000253	-52.575	-21.306	1.680254e+05	7.835694e+04	3.030254e+05	0.038	62.331	2	12.560	1287.581	355.861
run0490	MergerID000257	34.093	32.384	1.194731e+05	6.847310e+04	1.429676e+05	0.027	34.076	3	14.950	50.279	13.684
run0490	MergerID000274	-10.358	65.112	1.049919e+05	5.999190e+04	1.247951e+05	0.024	33.440	3	22.060	6.090	1.702
run0490	MergerID000282	-79.830	19.780	1.464535e+05	9.045350e+04	1.881734e+05	0.033	40.145	3	17.520	20.468	5.673
run0490	MergerID000302	-79.581	-70.626	2.278215e+05	1.378215e+05	2.862012e+05	0.052	38.335	3	12.160	232.222	36.601
run0490	MergerID000320	96.785	-31.997	1.924079e+05	1.124079e+05	2.319566e+05	0.044	34.761	3	12.720	43.251	10.750
run0490	MergerID000352	-152.829	16.593	1.384671e+05	8.546710e+04	1.769221e+05	0.031	39.705	3	16.420	28.441	6.896
run0490	MergerID000395	86.588	12.349	8.378775e+04	6.015713e+04	2.327878e+05	0.019	79.620	3	12.310	101.633	26.907
run0490	MergerID000400	-67.106	-22.104	1.523714e+05	6.287244e+04	2.433714e+05	0.034	56.168	2	16.160	1009.513	250.477
run0490	MergerID000411	-82.243	7.103	1.211134e+05	6.298548e+04	2.441134e+05	0.027	67.252	3	13.260	110.957	24.976
run0490	MergerID000417	135.099	-4.281	8.696340e+04	7.623480e+04	2.949634e+05	0.020	86.098	3	21.020	70.868	23.962
run0491	MergerID000021	137.712	-18.998	2.088905e+05	1.068905e+05	2.223056e+05	0.047	20.163	3	12.970	186.284	60.377
run0491	MergerID000030	25.470	-58.680	8.209565e+04	3.542418e+04	1.370956e+05	0.019	58.511	3	28.840	4.862	1.060
run0491	MergerID000044	82.094	-44.541	1.619383e+05	8.993830e+04	2.339383e+05	0.037	49.501	3	13.950	21.430	5.637
run0491	MergerID000049	149.358	50.382	2.195505e+05	1.165505e+05	2.418063e+05	0.050	25.077	3	18.490	20.545	5.315
run0491	MergerID000068	-55.436	-6.070	1.017794e+05	5.377940e+04	1.497794e+05	0.023	50.588	3	24.860	19.501	5.422
run0491	MergerID000073	-81.559	19.435	1.008344e+05	6.450351e+04	2.498344e+05	0.023	75.505	3	12.850	46.955	12.029
run0491	MergerID000086	20.508	55.427	1.988837e+05	1.008837e+05	2.098039e+05	0.045	18.692	3	14.380	29.511	6.755
run0491	MergerID000119	130.240	62.860	2.125737e+05	1.325737e+05	2.742157e+05	0.048	40.455	3	16.540	136.772	29.438
run0491	MergerID000130	172.570	16.426	5.688252e+04	4.774524e+04	1.848825e+05	0.013	84.750	3	33.810	5.938	1.870
run0491	MergerID000154	-95.491	-19.126	1.709539e+05	1.099539e+05	2.278497e+05	0.039	42.913	3	13.400	75.845	19.655
run0491	MergerID000173	178.573	-24.408	3.179676e+05	1.549676e+05	3.206253e+05	0.072	7.390	3	12.870	131.517	29.788
run0491	MergerID000174	-86.538	55.717	1.840679e+05	1.050679e+05	2.180797e+05	0.042	33.130	3	12.300	35.901	9.498
run0491	MergerID000178	145.036	38.736	2.370074e+05	1.530074e+05	3.203835e+05	0.054	43.930	2	15.110	887.238	206.532
run0491	MergerID000194	-22.766	1.277	2.583524e+05	1.323524e+05	2.749662e+05	0.058	20.176	3	13.390	93.893	22.179
run0491	MergerID000201	-146.380	61.824	8.766739e+04	4.366739e+04	9.088090e+04	0.020	15.351	3	44.750	1.638	0.471
run0491	MergerID000206	-79.289	-43.671	2.606063e+05	1.286063e+05	2.667907e+05	0.059	12.397	3	13.860	114.498	27.369
run0491	MergerID000232	47.710	-47.774	3.145363e+05	1.615363e+05	3.344876e+05	0.071	20.043	3	13.680	14.816	3.952
run0491	MergerID000236	-121.621	-63.734	1.225294e+05	6.152940e+04	1.835294e+05	0.028	51.910	3	16.850	23.214	6.702
run0491	MergerID000242	166.746	62.193	1.155718e+05	4.857180e+04	1.825718e+05	0.026	55.352	3	27.440	8.162	1.871
run0491	MergerID000267	-16.125	-24.251	2.903923e+05	1.563923e+05	3.226635e+05	0.066	26.188	3	15.150	42.520	9.382
run0491	MergerID000278	-165.631	47.023	1.193893e+05	6.138930e+04	1.279571e+05	0.027	21.270	3	37.050	1.696	0.499
run0491	MergerID000284	-58.608	-68.595	1.214911e+05	1.127350e+05	4.364911e+05	0.027	87.816	3	18.070	16.017	4.042
run0491	MergerID000301	83.146	-57.457	1.390129e+05	7.501290e+04	1.566362e+05	0.031	27.855	3	20.450	5.660	1.608
run0491	MergerID000310	-55.341	-21.612	2.277921e+05	1.407921e+05	2.916284e+05	0.052	39.861	2	14.930	1038.311	298.684
run0491	MergerID000314	-56.086	15.995	1.833456e+05	8.934560e+04	1.862329e+05	0.041	10.122	3	15.710	84.523	24.097
run0491	MergerID000324	98.723	53.366	1.754808e+05	1.034808e+05	2.143016e+05	0.040	35.923	3	17.590	34.814	8.380
run0491	MergerID000326	120.906	35.174	1.339694e+05	7.196940e+04	1.485451e+05	0.030	25.928	2	28.550	172.757	52.912
run0491	MergerID000338	161.228	13.238	1.634404e+05	7.272078e+04	2.814404e+05	0.037	60.055	3	16.830	323.377	60.065
run0491	MergerID000340	-4.493	54.185	7.525445e+04	3.725445e+04	7.693024e+04	0.017	12.014	3	33.370	2.803	0.831
run0491	MergerID000345	25.211	-25.943	1.895149e+05	1.135149e+05	2.354139e+05	0.043	37.395	3	16.610	13.641	3.647
run0491	MergerID000355	92.355	75.671	2.315205e+05	1.135205e+05	2.360065e+05	0.052	11.216	3	16.170	20.384	5.328
run0491	MergerID000372	-38.487	7.571	9.091160e+04	4.991160e+04	1.319116e+05	0.021	49.832	3	24.000	21.421	6.097
run0491	MergerID000384	172.181	54.335	3.378010e+05	1.958010e+05	4.039448e+05	0.076	34.010	2	12.080	1505.640	476.247
run0492	MergerID000018	158.664	40.113	3.303634e+05	1.793634e+05	3.710407e+05	0.075	27.478	2	12.070	1715.359	543.338
run0492	MergerID000033	-147.967	48.046	1.513851e+05	8.738510e+04	1.806406e+05	0.034	33.809	3	23.670	3.535	1.009
run0492	MergerID000037	34.656	-62.766	1.684568e+05	9.545680e+04	1.979740e+05	0.038	32.340	3	21.180	8.869	2.465
run0492	MergerID000040	-151.869	-42.069	1.890108e+05	9.601080e+04	1.994750e+05	0.043	18.767	3	13.490	87.195	23.425
run0492	MergerID000050	-7.300	72.629	6.797223e+04	3.997223e+04	9.597223e+04	0.015	47.656	3	30.490	2.761	0.778
run0492	MergerID000059	111.720	63.139	2.190080e+05	1.190080e+05	2.462966e+05	0.050	27.631	3	16.340	39.064	8.892
run0492	MergerID000065	-0.934	26.420	1.532702e+05	8.027020e+04	1.673619e+05	0.035	23.943	2	16.420	710.187	215.187
run0492	MergerID000096	18.216	-52.726	2.674537e+05	1.554537e+05	3.210406e+05	0.060	34.364	3	14.090	26.218	6.251
run0492	MergerID000097	-51.866	81.484	9.628604e+04	5.328604e+04	1.100352e+05	0.022	29.439	3	29.630	2.085	0.599
run0492	MergerID000110	-46.744	-65.540	1.997861e+05	1.007861e+05	2.094045e+05	0.045	17.536	3	18.450	14.473	3.546
run0492	MergerID000111	20.812	-67.208	2.486085e+05	1.556085e+05	3.220826e+05	0.056	40.788	3	12.200	48.649	8.325
run0492	MergerID000166	75.717	49.421	1.104127e+05	5.141270e+04	1.694127e+05	0.025	53.511	3	17.000	25.647	7.008
run0492	MergerID000167	81.766	48.080	7.778357e+04	3.378357e+04	1.217836e+05	0.018	54.967	3	26.660	8.361	2.408
run0492	MergerID000175	146.372	21.878	2.712491e+05	1.422491e+05	2.951312e+05	0.061	23.455	3	15.110	80.336	17.078
run0492	MergerID000181	7.739	-69.125	2.436821e+05	1.556821e+05	3.213256e+05	0.055	42.125	3	13.830	35.577	8.831
run0492	MergerID000191	48.855	68.827	1.313783e+05	6.837830e+04	1.411392e+05	0.030	21.627	3	23.250	6.518	1.865
run0492	MergerID000206	140.778	9.314	2.382163e+05	1.352163e+05	2.793112e+05	0.054	32.111	2	13.040	1198.983	359.690
run0492	MergerID000213	-17.134	-17.823	3.069845e+05	1.579845e+05	3.260962e+05	0.069	19.863	3	14.370	48.554	13.111
run0492	MergerID000216	-35.083	-3.579	1.824940e+05	1.154940e+05	2.494940e+05	0.041	44.953	3	15.700	58.177	14.799
run0492	MergerID000221	-19.745	-5.438	2.155650e+05	1.195650e+05	2.478574e+05	0.049	30.098	3	15.770	34.406	7.136
run0492	MergerID000231	29.381	5.109	1.820959e+05	8.909590e+04	1.837741e+05	0.041	7.758	2	13.190	665.966	185.641
run0492	MergerID000263	-8.645	-26.473	1.778392e+05	9.883920e+04	2.041342e+05	0.040	29.917	3	21.630	9.044	2.450
run0492	MergerID000264	78.854	-77.988	4.625004e+04	2.825004e+04	5.917145e+04	0.010	39.808	3	57.880	0.524	0.149
run0492	MergerID000278	173.947	47.825	1.683485e+05	8.834850e+04	1.826088e+05	0.038	23.027	3	24.560	5.174	1.442
run0492	MergerID000297	121.138	29.630	2.536111e+05	1.566111e+05	3.242155e+05	0.057	39.747	2	12.030	1438.654	414.506
run0492	MergerID000300	135.679	30.411	2.927306e+05	1.827306e+05	3.777088e+05	0.066	40.474	3	12.910	398.927	84.703
run0492	MergerID000307	-59.986	30.948	1.259403e+05	7.894030e+04	1.729403e+05	0.028	45.161	3	14.460	69.724	17.501
run0492	MergerID000321	-158.201	10.052	3.134644e+04	1.934644e+04	4.158990e+04	0.007	42.581	3	78.710	0.632	0.185
run0492	MergerID000323	-92.379	25.168	1.362972e+05	6.729720e+04	1.406076e+05	0.031	14.279	3	22.740	8.254	2.390
run0492	MergerID000348	-149.800	35.555	2.407747e+05	1.427747e+05	2.947587e+05	0.054	36.138	3	14.420	21.790	5.359
run0492	MergerID000353	-93.482	83.920	1.874615e+05	8.146150e+04	2.934615e+05	0.042	54.967	3	12.570	19.035	4.997
run0492	MergerID000366	-76.331	18.643	1.663516e+05	8.635160e+04	2.463516e+05	0.038	51.487	3	13.330	65.639	13.868
run0493	MergerID000010	2.323	-9.118	1.946715e+05	1.236715e+05	2.565403e+05	0.044	42.079	2	13.860	702.017	171.045
run0493	MergerID000020	-165.497	37.211	2.531284e+05	1.371284e+05	2.845268e+05	0.057	27.573	3	18.640	9.411	2.639
run0493	MergerID000031	-76.753	50.593	9.963153e+04	6.363153e+04	1.330387e+05	0.023	43.049	3	19.880	32.968	9.240
run0493	MergerID000033	47.335	-26.910	2.924730e+05	1.624730e+05	3.368664e+05	0.066	30.281	3	12.230	22.866	6.083
run0493	MergerID000040	-68.330	-8.070	8.006149e+04	4.516745e+04	1.750615e+05	0.018	70.648	3	24.210	30.652	8.154
run0493	MergerID000064	157.033	22.101	2.438940e+05	1.268940e+05	2.634351e+05	0.055	22.423	3	17.450	21.527	5.654
run0493	MergerID000082	-34.254	17.749	8.573961e+04	5.501090e+04	2.127396e+05	0.019	75.615	3	12.690	120.639	33.542
run0493	MergerID000094	-14.283	-13.485	1.206522e+05	7.565220e+04	1.568893e+05	0.027	41.072	3	27.380	8.377	2.370
run0493	MergerID000109	166.726	23.679	2.494472e+05	1.424472e+05	2.957271e+05	0.056	33.191	3	16.200	23.178	5.799
run0493	MergerID000120	156.882	40.024	1.802385e+05	1.152385e+05	2.385118e+05	0.041	42.388	2	21.860	509.674	165.262
run0493	MergerID000128	157.058	44.978	2.541026e+05	1.311026e+05	2.713190e+05	0.057	20.690	3	18.080	16.672	4.242
run0493	MergerID000163	112.139	-11.036	1.180877e+05	5.608770e+04	1.800877e+05	0.027	53.267	3	16.280	73.602	22.913
run0493	MergerID000165	-17.484	32.778	1.462389e+05	9.323890e+04	1.926713e+05	0.033	42.062	3	13.690	183.251	29.674
run0493	MergerID000170	13.097	-4.282	2.908215e+05	1.618215e+05	3.341401e+05	0.066	30.019	2	12.210	996.084	270.541
run0493	MergerID000178	70.244	-37.896	2.518455e+05	1.328455e+05	2.739736e+05	0.057	23.432	3	13.600	29.620	8.089
run0493	MergerID000183	29.880	-47.403	2.349246e+05	1.399246e+05	2.894557e+05	0.053	36.699	3	12.720	23.613	5.292
run0493	MergerID000193	147.565	13.771	2.033391e+05	1.223391e+05	2.539352e+05	0.046	37.843	3	16.860	28.370	7.568
run0493	MergerID000219	-102.898	-14.502	1.019898e+05	6.198980e+04	1.419898e+05	0.023	46.190	3	18.270	25.569	7.243
