run MergerID RA Dec Distance DistMin DistMax redshift theta ndet SNR A90 A50
run0793 MergerID000465 63.173 -52.945 154657.7 74657.7 154982.1 0.035 3.709 2.0 19.33 39.643 8.449
run0798 MergerID000122 -26.736 -51.951 314542.1 152542.1 315092.6 0.071 3.388 2.0 12.1 313.738 81.215
run0798 MergerID000403 49.306 -23.08 197964.0 95964.0 197997.2 0.045 1.049 2.0 12.16 121.583 30.969
run0807 MergerID000202 99.169 42.803 136304.9 65304.9 136486.2 0.031 2.954 2.0 22.22 55.013 14.402
run0811 MergerID000253 -1.505 -61.341 233788.2 112788.2 233886.0 0.053 1.657 2.0 12.53 336.639 61.878
run0837 MergerID000263 -81.654 29.525 202465.5 98465.5 203230.7 0.046 4.976 2.0 12.81 187.621 59.891
run0839 MergerID000040 -150.854 51.404 120022.1 58022.1 120079.1 0.027 1.766 2.0 26.46 34.919 9.58
run0842 MergerID000212 77.973 48.959 157456.6 76456.6 157669.7 0.036 2.98 2.0 19.29 85.877 23.841
run0874 MergerID000385 150.44 70.646 167214.9 81214.9 167612.8 0.038 3.95 2.0 19.6 87.559 17.773
run0880 MergerID000380 103.232 -40.29 172060.4 83060.4 172136.0 0.039 1.698 2.0 16.44 165.731 29.867
run0888 MergerID000244 121.572 -27.191 210254.8 101254.8 210739.0 0.048 3.886 2.0 12.06 243.818 57.652
run0889 MergerID000364 -86.836 42.183 142298.2 68298.2 142320.0 0.032 1.002 2.0 18.83 112.033 17.969
