#
#N Pointing	tstart	tend	Obs time
#		s
1	210	215	5
2	215	221	6
3	221	227	6
4	227	233	6
5	233	239	6
6	239	246	7
7	246	253	7
8	253	260	7
9	260	268	8
10	268	276	8
11	276	284	8
12	284	293	9
13	293	302	9
14	302	312	10
15	312	322	10
16	322	332	10
17	332	343	11
18	343	354	11
19	354	366	12
20	366	379	13
21	379	392	13
22	392	406	14
23	406	421	15
24	421	437	16
25	437	454	17
26	454	472	18
27	472	491	19
28	491	512	21
29	512	534	22
30	534	558	24
31	558	584	26
32	584	612	28
33	612	643	31
34	643	676	33
35	676	712	36
36	712	752	40
37	752	797	45
38	797	847	50
39	847	902	55
40	902	964	62
41	964	1036	72
42	1036	1118	82
43	1118	1213	95
44	1213	1327	114
45	1327	1462	135
46	1462	1629	167
47	1629	1836	207
48	1836	2106	270
49	2106	2467	361
50	2467	2985	518
51	2985	3794	809
52	3794	5266	1472
53	5266	8926	3660
