#
#N Pointing	tstart	tend	Obs time
#		s
1	210	215	5
2	215	220	5
3	220	225	5
4	225	230	5
5	230	235	5
6	235	240	5
7	240	246	6
8	246	252	6
9	252	258	6
10	258	264	6
11	264	271	7
12	271	278	7
13	278	285	7
14	285	292	7
15	292	300	8
16	300	308	8
17	308	317	9
18	317	326	9
19	326	335	9
20	335	345	10
21	345	355	10
22	355	366	11
23	366	377	11
24	377	389	12
25	389	402	13
26	402	416	14
27	416	431	15
28	431	446	15
29	446	462	16
30	462	480	18
31	480	499	19
32	499	520	21
33	520	542	22
34	542	566	24
35	566	592	26
36	592	621	29
37	621	653	32
38	653	688	35
39	688	727	39
40	727	771	44
41	771	821	50
42	821	877	56
43	877	941	64
44	941	1017	76
45	1017	1107	90
46	1107	1215	108
47	1215	1350	135
48	1350	1519	169
49	1519	1746	227
50	1746	2063	317
51	2063	2545	482
52	2545	3397	852
53	3397	5477	2080
