#
#N Pointing	tstart	tend	Obs time
#		s
1	210	246	36
2	246	282	36
3	282	321	39
4	321	362	41
5	362	404	42
6	404	449	45
7	449	498	49
8	498	551	53
9	551	607	56
10	607	666	59
11	666	729	63
12	729	796	67
13	796	868	72
14	868	948	80
15	948	1039	91
16	1039	1138	99
17	1138	1246	108
18	1246	1365	119
19	1365	1496	131
20	1496	1642	146
21	1642	1803	161
22	1803	1985	182
23	1985	2191	206
24	2191	2424	233
25	2424	2697	273
26	2697	3027	330
27	3027	3445	418
28	3445	3957	512
29	3957	4601	644
30	4601	5438	837
31	5438	6566	1128
32	6566	8179	1613
