#
#N Pointing	tstart	tend	Obs time
#		s
1	210	223	13
2	223	237	14
3	237	251	14
4	251	265	14
5	265	279	14
6	279	293	14
7	293	307	14
8	307	320	13
9	320	334	14
10	334	348	14
11	348	362	14
12	362	376	14
13	376	391	15
14	391	406	15
15	406	421	15
16	421	436	15
17	436	451	15
18	451	466	15
19	466	481	15
20	481	496	15
21	496	511	15
22	511	526	15
23	526	542	16
24	542	558	16
25	558	574	16
26	574	590	16
27	590	606	16
28	606	622	16
29	622	638	16
30	638	655	17
31	655	672	17
32	672	689	17
33	689	707	18
34	707	725	18
35	725	743	18
36	743	762	19
37	762	781	19
38	781	801	20
39	801	821	20
40	821	841	20
41	841	862	21
42	862	883	21
43	883	904	21
44	904	925	21
45	925	947	22
46	947	969	22
47	969	991	22
48	991	1014	23
49	1014	1037	23
50	1037	1060	23
51	1060	1084	24
52	1084	1108	24
53	1108	1132	24
54	1132	1157	25
55	1157	1182	25
56	1182	1208	26
57	1208	1234	26
58	1234	1261	27
59	1261	1288	27
60	1288	1316	28
61	1316	1344	28
62	1344	1373	29
63	1373	1403	30
64	1403	1434	31
65	1434	1466	32
66	1466	1499	33
67	1499	1533	34
68	1533	1568	35
69	1568	1604	36
70	1604	1641	37
71	1641	1679	38
72	1679	1717	38
73	1717	1756	39
74	1756	1796	40
75	1796	1837	41
76	1837	1879	42
77	1879	1922	43
78	1922	1966	44
79	1966	2011	45
80	2011	2057	46
81	2057	2104	47
82	2104	2153	49
83	2153	2203	50
84	2203	2254	51
85	2254	2306	52
86	2306	2360	54
87	2360	2415	55
88	2415	2472	57
89	2472	2531	59
90	2531	2591	60
91	2591	2653	62
92	2653	2717	64
93	2717	2782	65
94	2782	2849	67
95	2849	2918	69
96	2918	2990	72
97	2990	3064	74
98	3064	3141	77
99	3141	3220	79
100	3220	3302	82
101	3302	3386	84
102	3386	3473	87
103	3473	3563	90
104	3563	3656	93
105	3656	3753	97
106	3753	3853	100
107	3853	3958	105
108	3958	4067	109
109	4067	4181	114
110	4181	4301	120
111	4301	4427	126
112	4427	4560	133
113	4560	4701	141
114	4701	4852	151
115	4852	5015	163
116	5015	5188	173
117	5188	5369	181
118	5369	5559	190
119	5559	5759	200
120	5759	5971	212
121	5971	6197	226
122	6197	6439	242
123	6439	6695	256
124	6695	6966	271
125	6966	7255	289
126	7255	7565	310
127	7565	7901	336
128	7901	8264	363
129	8264	8652	388
130	8652	9070	418
131	9070	9526	456
132	9526	10029	503
