#
#N Pointing	tstart	tend	Obs time
#		s
1	210	216	6
2	216	222	6
3	222	228	6
4	228	234	6
5	234	241	7
6	241	248	7
7	248	256	8
8	256	264	8
9	264	272	8
10	272	281	9
11	281	290	9
12	290	299	9
13	299	309	10
14	309	319	10
15	319	330	11
16	330	341	11
17	341	353	12
18	353	365	12
19	365	378	13
20	378	392	14
21	392	407	15
22	407	423	16
23	423	439	16
24	439	456	17
25	456	475	19
26	475	495	20
27	495	517	22
28	517	540	23
29	540	565	25
30	565	592	27
31	592	621	29
32	621	653	32
33	653	688	35
34	688	726	38
35	726	768	42
36	768	816	48
37	816	869	53
38	869	928	59
39	928	996	68
40	996	1075	79
41	1075	1165	90
42	1165	1273	108
43	1273	1402	129
44	1402	1560	158
45	1560	1762	202
46	1762	2026	264
47	2026	2389	363
48	2389	2933	544
49	2933	3854	921
50	3854	5884	2030
