#
#N Pointing	tstart	tend	Obs time
#		s
1	210	270	60
2	270	331	61
3	331	393	62
4	393	457	64
5	457	526	69
6	526	598	72
7	598	673	75
8	673	754	81
9	754	843	89
10	843	938	95
11	938	1039	101
12	1039	1146	107
13	1146	1261	115
14	1261	1386	125
15	1386	1527	141
16	1527	1688	161
17	1688	1865	177
18	1865	2061	196
19	2061	2278	217
20	2278	2521	243
21	2521	2794	273
22	2794	3103	309
23	3103	3458	355
24	3458	3867	409
25	3867	4355	488
26	4355	4968	613
27	4968	5757	789
28	5757	6763	1006
29	6763	8082	1319
30	8082	9896	1814
