# Simulated BNS merger with GW detection; this is based on Patricelli et al . 2016, 2018
#run	MergerID	RA	Dec	Distance	redshift	theta	n det	SNR	90%C.R.	50%C.R.
# 
run0409	MergerID000378	147.383	40.773	1.320065e+05	0.030	56.927	3	23.130	48.524	10.288
run0410	MergerID000026	60.011	-33.142	2.909291e+05	0.066	16.389	3	14.530	16.842	4.583
run0410	MergerID000035	-101.377	26.743	9.732159e+04	0.022	51.105	3	21.750	7.101	2.092
run0410	MergerID000040	-58.389	18.349	2.593899e+05	0.059	33.313	3	12.070	185.405	35.854
run0410	MergerID000043	-170.358	53.375	3.776692e+05	0.085	14.749	3	13.130	23.992	5.955
run0410	MergerID000051	73.136	51.880	2.131335e+05	0.048	29.982	3	15.330	42.068	10.811
run0410	MergerID000053	34.156	69.058	2.033385e+05	0.046	27.368	3	14.150	24.679	6.261
run0410	MergerID000056	18.960	-82.936	1.158730e+05	0.026	43.598	3	22.320	4.160	1.160
run0410	MergerID000088	4.962	-41.585	4.399655e+05	0.100	32.531	3	12.380	28.125	6.856
run0410	MergerID000110	93.892	66.008	2.059674e+05	0.047	15.123	3	19.730	14.706	4.233
run0410	MergerID000116	2.097	-25.406	1.107102e+05	0.025	64.712	3	18.450	10.521	2.911
run0410	MergerID000132	-36.691	-37.396	2.791934e+05	0.063	37.692	2	12.980	1225.775	286.750
run0410	MergerID000164	138.071	10.214	2.186518e+05	0.049	49.690	3	14.450	91.644	20.694
run0410	MergerID000180	98.406	13.113	1.259431e+05	0.028	74.637	2	12.890	1598.172	461.821
run0410	MergerID000194	122.329	-18.881	2.191856e+05	0.050	19.940	3	12.310	131.799	27.943
run0410	MergerID000226	7.583	-73.951	1.512323e+05	0.034	61.524	3	15.870	20.601	4.483
run0410	MergerID000248	131.188	63.170	2.958409e+05	0.067	44.913	2	12.370	1361.190	296.258
run0410	MergerID000250	108.882	49.544	1.892014e+05	0.043	8.494	3	19.660	40.820	9.349
run0410	MergerID000257	-64.714	-4.967	2.330027e+05	0.053	36.479	3	15.660	174.163	38.732
run0410	MergerID000271	33.588	-48.061	2.108954e+05	0.048	55.604	3	14.600	13.750	3.629
run0410	MergerID000273	-170.882	60.087	2.880314e+05	0.065	4.806	3	17.160	12.421	2.928
run0410	MergerID000278	160.784	16.791	1.727473e+05	0.039	36.524	3	21.990	10.585	2.847
run0410	MergerID000284	-173.348	3.922	2.536976e+05	0.057	29.472	2	12.280	1057.641	265.663
run0410	MergerID000286	-161.520	-49.218	1.016006e+05	0.023	18.507	3	25.770	6.604	1.852
run0410	MergerID000306	172.949	-19.780	7.830880e+04	0.018	75.867	3	18.970	107.564	31.165
run0410	MergerID000333	-84.779	-74.073	1.711053e+05	0.039	26.107	3	19.850	9.590	2.565
run0410	MergerID000336	169.390	47.748	3.055109e+05	0.069	9.583	3	14.700	28.459	6.604
run0410	MergerID000344	118.168	15.059	1.486226e+05	0.034	65.373	2	15.130	976.780	281.898
run0410	MergerID000363	-52.942	-33.847	2.831876e+05	0.064	29.279	2	12.890	1051.740	211.135
run0410	MergerID000364	-8.174	-34.164	3.238853e+05	0.073	20.048	3	14.630	185.799	20.681
run0410	MergerID000379	155.689	-24.420	1.304348e+05	0.029	37.309	3	19.130	43.348	13.068
run0410	MergerID000388	-21.666	-29.054	9.882866e+04	0.022	55.428	3	27.960	10.725	2.929
run0410	MergerID000401	-75.122	-29.650	1.220334e+05	0.028	85.616	2	13.600	785.028	197.168
run0410	MergerID000403	-92.346	18.374	1.454912e+05	0.033	41.629	3	15.690	24.165	6.581
run0410	MergerID000425	135.268	37.087	3.407471e+05	0.077	3.375	2	15.160	933.058	249.887
run0411	MergerID000022	7.609	2.851	1.932319e+05	0.044	14.419	3	17.490	38.832	9.131
run0411	MergerID000028	135.559	-69.392	4.629229e+04	0.010	83.061	3	23.680	4.501	1.303
run0411	MergerID000041	35.793	-21.924	1.691953e+05	0.038	15.385	3	20.760	7.491	2.107
run0411	MergerID000062	132.752	33.901	3.156925e+05	0.071	24.798	2	12.790	1137.295	299.051
run0411	MergerID000080	-43.223	0.194	4.933637e+04	0.011	67.074	3	36.220	8.903	2.511
run0411	MergerID000084	160.618	15.475	1.759903e+05	0.040	36.918	3	19.450	21.830	6.118
run0411	MergerID000094	62.886	-3.860	8.888461e+04	0.020	55.413	3	18.710	8.775	2.488
run0411	MergerID000098	74.004	-21.233	2.193364e+05	0.050	12.351	3	15.290	17.041	4.603
run0411	MergerID000103	-11.238	-9.365	1.724381e+05	0.039	59.799	2	13.700	1615.535	481.073
run0411	MergerID000115	-161.572	30.130	2.636187e+05	0.060	37.254	3	13.950	28.736	7.310
run0411	MergerID000122	9.145	22.094	1.320381e+05	0.030	38.381	2	17.050	395.425	109.449
run0411	MergerID000142	2.333	-24.597	2.325284e+05	0.053	55.124	2	13.590	904.863	176.107
run0411	MergerID000148	-55.791	19.946	5.125212e+04	0.012	52.379	3	38.190	4.344	1.264
run0411	MergerID000167	-157.936	38.853	2.774244e+05	0.063	24.468	3	14.780	13.777	3.680
run0411	MergerID000181	-16.449	-41.212	3.441262e+05	0.078	23.573	3	12.360	152.949	14.306
run0411	MergerID000195	5.675	-42.234	1.408554e+05	0.032	60.517	3	16.610	26.215	6.786
run0411	MergerID000196	150.093	15.953	3.903531e+05	0.088	15.752	2	12.820	1166.159	297.385
run0411	MergerID000204	-1.355	57.605	1.526098e+05	0.035	35.170	3	13.610	25.429	6.369
run0411	MergerID000237	-121.134	31.185	1.867775e+05	0.042	49.122	3	12.760	20.209	5.398
run0411	MergerID000238	144.958	-14.728	1.270974e+05	0.029	33.091	3	23.060	21.313	6.400
run0411	MergerID000254	126.874	-3.184	1.093175e+05	0.025	63.143	3	19.820	39.135	11.740
run0411	MergerID000259	112.278	-0.823	1.115415e+05	0.025	72.162	3	15.690	92.998	31.116
run0411	MergerID000267	-75.383	-42.542	1.975248e+05	0.045	39.319	2	15.810	521.424	127.979
run0411	MergerID000300	-119.284	-10.248	1.336976e+05	0.030	19.057	3	14.520	18.078	5.105
run0411	MergerID000308	-0.135	-79.295	3.495457e+05	0.079	30.264	2	12.070	1610.395	360.582
run0411	MergerID000358	-34.775	-5.129	1.514013e+05	0.034	47.903	3	19.510	28.143	7.982
run0411	MergerID000363	179.879	16.110	1.437267e+05	0.033	50.136	3	19.270	12.298	3.239
run0411	MergerID000375	174.894	8.051	2.094459e+05	0.047	50.648	3	12.300	1078.466	259.919
run0411	MergerID000382	-108.140	-37.436	1.000966e+05	0.023	51.072	3	14.500	41.457	11.288
run0411	MergerID000386	90.685	0.270	1.654782e+05	0.037	53.444	3	12.420	74.638	17.294
run0411	MergerID000401	-28.317	1.535	1.525545e+05	0.035	19.161	3	23.370	26.558	6.967
run0411	MergerID000423	-71.547	-68.768	1.922566e+05	0.043	40.764	3	15.500	66.632	13.911
run0412	MergerID000004	149.588	-6.963	6.922746e+04	0.016	53.590	3	33.780	11.783	3.338
run0412	MergerID000008	-99.976	11.211	1.545192e+05	0.035	58.885	3	12.560	44.738	11.675
run0412	MergerID000009	107.819	10.285	2.072246e+05	0.047	41.290	3	12.680	154.722	39.771
run0412	MergerID000013	140.501	-16.996	8.222049e+04	0.019	44.409	3	29.300	13.248	3.970
run0412	MergerID000019	-79.786	23.701	1.218487e+05	0.028	51.923	3	16.060	23.374	6.425
run0412	MergerID000041	146.925	22.500	3.032152e+05	0.069	17.320	3	15.700	138.021	29.162
run0412	MergerID000054	80.609	47.414	1.230825e+05	0.028	42.506	3	19.700	20.975	5.620
run0412	MergerID000079	96.632	66.918	4.333946e+04	0.010	58.196	3	46.650	1.701	0.489
run0412	MergerID000081	74.497	-26.967	1.323144e+05	0.030	14.788	3	25.440	4.271	1.272
run0412	MergerID000094	93.265	-52.637	2.207737e+05	0.050	26.795	3	14.210	168.288	49.767
run0412	MergerID000116	23.164	-45.029	1.022651e+05	0.023	48.395	3	30.060	2.173	0.626
run0412	MergerID000122	163.830	69.777	2.410942e+05	0.055	31.266	3	15.150	135.062	7.150
run0412	MergerID000136	-25.481	-28.645	1.853198e+05	0.042	46.697	3	20.130	15.847	4.114
run0412	MergerID000147	4.504	-82.963	9.810788e+04	0.022	70.065	3	17.300	7.970	2.198
run0412	MergerID000156	-173.208	74.998	1.810541e+05	0.041	56.604	3	14.470	137.401	6.377
run0412	MergerID000162	39.825	41.497	1.225060e+05	0.028	28.986	3	15.510	43.007	12.491
run0412	MergerID000246	-43.429	-2.695	1.847343e+05	0.042	50.065	3	13.860	611.530	179.910
run0412	MergerID000267	11.322	-39.500	3.849212e+05	0.087	31.306	3	12.100	191.506	33.205
run0412	MergerID000284	93.796	-9.700	2.874651e+05	0.065	13.930	3	12.080	72.596	17.501
run0412	MergerID000293	115.504	2.595	3.177985e+05	0.072	18.575	3	13.060	190.602	52.112
run0412	MergerID000295	93.426	-22.885	1.255967e+05	0.028	32.076	3	22.060	9.199	2.672
run0412	MergerID000303	6.427	-56.417	1.845501e+05	0.042	52.097	3	15.530	166.667	6.934
run0412	MergerID000312	78.107	-23.643	1.644788e+05	0.037	62.397	3	12.670	39.736	10.122
run0412	MergerID000313	175.566	7.116	2.064633e+05	0.047	48.878	3	13.920	71.415	13.307
run0412	MergerID000335	158.741	-16.872	9.942437e+04	0.022	81.413	3	17.850	205.325	58.983
run0412	MergerID000381	92.341	31.745	1.245799e+05	0.028	55.163	3	15.290	67.294	15.524
run0412	MergerID000384	-75.023	5.657	1.539581e+05	0.035	13.745	3	28.200	12.003	3.436
run0413	MergerID000006	14.005	-27.429	2.891002e+05	0.065	23.437	3	13.880	197.486	42.984
run0413	MergerID000016	-94.869	-53.611	2.037368e+05	0.046	28.189	2	15.280	645.718	181.327
run0413	MergerID000049	-15.255	-5.647	2.507197e+05	0.057	21.111	3	16.260	49.341	12.547
run0413	MergerID000071	-35.491	-17.181	1.302340e+05	0.029	63.283	3	15.860	52.126	10.317
run0413	MergerID000073	174.057	37.848	3.565265e+05	0.081	31.508	2	13.470	1120.877	321.607
run0413	MergerID000091	-176.539	19.609	2.301723e+05	0.052	46.256	3	14.270	69.573	14.619
run0413	MergerID000097	-48.810	1.224	2.247573e+05	0.051	13.743	3	15.660	61.734	18.386
run0413	MergerID000134	160.495	35.360	2.951261e+05	0.067	44.483	3	12.180	120.507	17.851
run0413	MergerID000182	-141.327	69.972	2.149354e+05	0.049	51.494	3	13.010	604.921	164.672
run0413	MergerID000204	93.885	55.352	2.345839e+05	0.053	28.717	2	14.640	678.189	168.318
run0413	MergerID000256	154.689	57.428	2.689044e+05	0.061	30.154	2	14.800	895.343	213.154
run0413	MergerID000274	-176.638	11.207	1.432277e+05	0.032	19.166	3	25.020	10.047	2.703
run0413	MergerID000281	-57.971	14.198	2.306075e+05	0.052	23.771	3	13.400	249.965	77.490
run0413	MergerID000337	-164.410	52.074	3.405808e+05	0.077	22.208	3	13.320	40.996	6.605
run0413	MergerID000380	-162.937	3.961	1.215413e+05	0.027	71.929	3	12.530	274.272	43.345
run0414	MergerID000025	-169.683	86.204	1.083827e+05	0.025	21.069	3	29.860	3.522	1.053
run0414	MergerID000033	158.680	6.597	3.169303e+05	0.072	19.424	3	12.830	631.529	165.642
run0414	MergerID000036	161.479	33.469	3.897448e+05	0.088	11.913	2	13.080	1536.852	462.661
run0414	MergerID000043	37.045	-36.748	1.047820e+05	0.024	86.641	3	13.030	674.753	161.367
run0414	MergerID000053	-115.259	44.930	2.210975e+05	0.050	40.841	3	14.460	13.838	3.765
run0414	MergerID000076	-93.828	5.644	1.345543e+05	0.030	57.875	3	13.230	52.390	13.688
run0414	MergerID000113	77.002	-34.202	1.832936e+05	0.041	45.847	3	17.490	11.403	3.257
run0414	MergerID000120	-48.052	-72.957	2.933952e+05	0.066	37.417	3	12.240	53.825	8.614
run0414	MergerID000132	136.691	47.187	2.686268e+05	0.061	31.620	2	16.040	1059.044	316.427
run0414	MergerID000147	111.719	42.786	1.898068e+05	0.043	52.423	2	13.990	707.341	202.663
run0414	MergerID000152	78.670	61.901	1.662636e+05	0.038	51.292	3	14.310	33.391	8.527
run0414	MergerID000159	161.927	-19.738	1.727224e+05	0.039	60.138	3	12.150	187.061	53.656
run0414	MergerID000167	79.410	-32.486	2.157543e+05	0.049	30.178	3	14.450	36.116	9.838
run0414	MergerID000174	-73.118	-16.127	2.334638e+05	0.053	10.951	2	14.070	685.572	198.860
run0414	MergerID000192	158.159	26.079	2.148617e+05	0.049	51.418	3	14.730	66.927	14.343
run0414	MergerID000195	11.967	-14.491	1.879868e+05	0.043	56.090	3	12.930	59.282	13.835
run0414	MergerID000212	-122.537	39.822	2.269668e+05	0.051	35.491	3	13.660	15.437	4.137
run0414	MergerID000219	132.150	5.554	8.870419e+04	0.020	74.114	3	23.450	18.964	5.383
run0414	MergerID000263	-103.565	31.265	4.673341e+04	0.011	48.135	3	47.270	1.212	0.364
run0414	MergerID000327	-29.348	-10.079	3.095026e+05	0.070	24.603	3	16.010	35.109	9.324
run0414	MergerID000337	-6.420	50.749	1.410593e+05	0.032	53.553	3	12.740	28.451	7.864
run0414	MergerID000346	28.261	54.756	1.818705e+05	0.041	42.617	3	12.570	39.524	9.899
run0415	MergerID000055	-116.894	35.684	4.012006e+04	0.009	16.174	3	82.170	0.282	0.084
run0415	MergerID000066	-35.575	-32.301	7.250083e+04	0.016	49.394	3	41.590	4.021	1.143
run0415	MergerID000113	-44.464	40.509	9.224246e+04	0.021	16.771	3	22.900	33.687	9.026
run0415	MergerID000137	64.451	-49.763	6.611390e+04	0.015	7.926	3	56.050	0.562	0.167
run0415	MergerID000158	-15.020	-79.645	2.084511e+05	0.047	41.050	3	14.500	21.627	4.697
run0415	MergerID000173	155.938	-21.164	2.304157e+05	0.052	20.554	3	13.080	105.125	29.359
run0415	MergerID000180	-125.165	51.411	1.371875e+05	0.031	42.792	3	19.350	5.228	1.443
run0415	MergerID000189	178.388	-13.760	1.468696e+05	0.033	59.611	3	14.000	149.401	34.536
run0415	MergerID000190	135.242	21.408	2.611389e+05	0.059	18.034	2	14.460	973.161	280.324
run0415	MergerID000193	-4.853	-32.923	2.873436e+05	0.065	40.545	3	13.980	29.860	6.770
run0415	MergerID000217	9.154	7.283	1.611840e+05	0.036	38.725	2	15.070	643.056	167.124
run0415	MergerID000221	-77.671	-19.685	8.957577e+04	0.020	61.541	3	23.440	21.262	5.739
run0415	MergerID000226	131.190	41.076	2.511500e+05	0.057	80.338	2	12.050	1509.050	346.523
run0415	MergerID000251	-27.777	-3.889	3.090714e+05	0.070	20.655	3	13.750	99.587	24.661
run0415	MergerID000252	107.214	-10.037	1.484201e+05	0.034	47.080	3	17.410	58.672	15.884
run0415	MergerID000264	45.127	16.748	1.209735e+05	0.027	32.687	3	14.080	14.370	3.957
run0415	MergerID000308	149.983	43.219	3.362326e+05	0.076	45.809	2	12.660	1245.092	350.195
run0415	MergerID000313	-18.585	-12.734	2.727182e+05	0.062	19.268	3	14.980	48.322	12.039
run0415	MergerID000315	-26.445	6.183	2.985833e+05	0.068	10.629	2	12.700	1190.210	253.375
run0415	MergerID000316	42.257	-55.104	1.649882e+05	0.037	40.966	3	18.670	7.311	1.906
run0415	MergerID000325	8.808	-37.536	7.823353e+04	0.018	72.692	3	20.180	8.398	2.283
run0415	MergerID000350	151.149	-0.245	2.075167e+05	0.047	37.298	3	16.270	51.708	13.258
run0415	MergerID000356	-0.637	54.859	1.965602e+05	0.044	34.292	3	12.750	44.781	11.806
run0415	MergerID000359	24.746	-19.669	2.523674e+05	0.057	29.529	3	14.810	35.622	8.459
run0415	MergerID000366	62.498	44.090	7.954282e+04	0.018	55.604	3	21.080	17.535	5.023
run0415	MergerID000407	158.462	50.019	2.516761e+05	0.057	55.475	3	12.790	559.992	148.424
run0416	MergerID000009	55.521	-64.320	1.842208e+05	0.042	51.703	3	12.180	35.772	6.550
run0416	MergerID000039	151.088	53.303	1.688541e+05	0.038	69.515	2	15.300	860.486	216.302
run0416	MergerID000050	-47.925	-60.132	2.667292e+05	0.060	19.963	2	15.460	930.016	270.738
run0416	MergerID000052	127.738	33.556	2.232979e+05	0.051	36.614	2	16.810	489.413	112.229
run0416	MergerID000077	-14.502	16.668	2.032270e+05	0.046	8.864	3	15.870	85.057	21.923
run0416	MergerID000095	-21.038	-18.355	1.652512e+05	0.037	24.932	3	22.390	29.909	6.778
run0416	MergerID000122	-84.738	-79.607	3.322742e+04	0.008	22.215	3	97.990	0.199	0.059
run0416	MergerID000125	159.667	56.833	3.173354e+05	0.072	30.096	3	15.460	24.804	5.555
run0416	MergerID000153	-24.050	-46.624	1.934666e+05	0.044	54.836	2	13.120	1142.502	294.382
run0416	MergerID000158	-13.796	12.978	3.236564e+04	0.007	74.439	3	35.160	9.533	2.290
run0416	MergerID000159	-51.713	-28.328	1.890326e+05	0.043	32.485	2	18.690	690.634	170.127
run0416	MergerID000195	-61.352	-45.543	2.196561e+05	0.050	25.687	3	16.960	145.650	41.020
run0416	MergerID000219	-54.360	-8.718	1.983040e+05	0.045	54.282	3	13.120	149.548	31.431
run0416	MergerID000237	157.640	6.282	9.603696e+04	0.022	71.336	3	23.660	16.100	4.439
run0416	MergerID000262	-174.789	61.032	2.030320e+05	0.046	46.069	3	13.890	46.846	6.336
run0416	MergerID000273	174.943	12.782	8.683104e+04	0.020	56.020	3	31.050	4.922	1.395
run0416	MergerID000285	-158.687	-64.499	1.781046e+05	0.040	19.084	3	17.220	15.459	3.940
run0416	MergerID000303	-148.883	6.797	1.280064e+05	0.029	40.275	3	15.620	41.486	11.347
run0416	MergerID000304	-123.867	-52.733	8.585054e+04	0.019	69.750	3	12.570	60.764	15.045
run0416	MergerID000320	5.610	-73.261	3.280307e+05	0.074	28.476	3	12.490	131.719	11.999
run0416	MergerID000356	-8.365	-31.387	2.803873e+05	0.063	35.739	3	13.850	131.490	20.461
run0417	MergerID000018	107.173	-63.683	1.355519e+05	0.031	22.777	3	19.580	16.046	3.851
run0417	MergerID000023	-179.965	56.528	1.308614e+05	0.030	55.906	3	21.640	20.888	3.229
run0417	MergerID000084	-83.861	-64.387	1.409930e+05	0.032	34.824	3	21.450	17.124	4.092
run0417	MergerID000088	-27.673	-2.088	9.549810e+04	0.022	64.684	3	19.360	24.047	6.620
run0417	MergerID000168	95.386	-2.886	2.374731e+05	0.054	29.246	3	12.620	254.552	46.866
run0417	MergerID000183	3.603	57.983	1.095803e+05	0.025	25.041	3	21.770	7.418	2.161
run0417	MergerID000210	169.311	32.983	1.926148e+05	0.044	59.671	2	12.890	1213.671	330.996
run0417	MergerID000217	-79.760	-64.899	1.309463e+05	0.030	80.912	2	13.380	1121.847	302.015
run0417	MergerID000238	26.304	-57.833	3.017400e+05	0.068	33.306	3	12.020	41.893	10.906
run0417	MergerID000244	-63.876	3.085	4.126400e+04	0.009	42.387	3	62.250	5.640	1.529
run0417	MergerID000267	-77.057	-33.230	2.098921e+05	0.047	19.206	3	17.480	71.848	14.786
run0417	MergerID000277	-76.834	-21.782	1.414088e+05	0.032	61.966	3	15.050	84.041	18.979
run0417	MergerID000286	92.753	-32.779	1.433462e+05	0.032	50.207	3	14.010	30.403	7.619
run0417	MergerID000334	-91.621	-58.659	1.795184e+05	0.041	21.174	2	16.460	610.232	185.287
run0417	MergerID000337	-90.147	-10.742	6.279938e+04	0.014	58.079	3	29.910	14.459	4.110
run0417	MergerID000367	-74.649	76.571	2.367853e+05	0.054	23.861	3	12.300	22.386	5.953
run0417	MergerID000403	-5.159	-65.088	2.332073e+05	0.053	45.233	3	14.090	28.556	6.205
run0417	MergerID000424	176.830	13.530	1.401580e+05	0.032	58.219	3	19.160	13.881	3.683
run0417	MergerID000433	-151.118	72.060	1.381972e+05	0.031	60.648	3	17.460	8.781	2.385
run0418	MergerID000005	-14.423	-23.581	2.295924e+05	0.052	41.509	3	15.750	139.431	20.530
run0418	MergerID000021	175.544	17.579	3.192860e+05	0.072	23.657	2	13.920	1047.543	228.314
run0418	MergerID000033	107.783	-32.715	6.301208e+04	0.014	21.224	3	39.500	3.032	0.858
run0418	MergerID000055	31.378	-28.973	2.468798e+05	0.056	51.105	3	12.820	24.689	6.382
run0418	MergerID000090	-89.425	-50.000	1.142895e+05	0.026	85.791	2	12.630	1278.349	382.456
run0418	MergerID000093	166.685	21.405	2.436262e+05	0.055	40.701	2	12.920	1203.337	311.903
run0418	MergerID000103	28.096	-62.672	1.592146e+05	0.036	80.175	3	13.590	48.615	10.853
run0418	MergerID000117	153.650	21.931	1.817791e+05	0.041	62.921	2	14.400	1266.284	352.451
run0418	MergerID000135	-20.430	3.620	1.646006e+05	0.037	50.365	3	13.350	154.538	36.244
run0418	MergerID000139	-104.634	-46.371	1.519836e+04	0.003	68.892	3	80.180	1.031	0.295
run0418	MergerID000143	-35.099	-47.254	1.477306e+05	0.033	71.871	2	14.750	1019.952	272.508
run0418	MergerID000162	21.667	-54.081	1.893964e+05	0.043	59.007	3	14.380	37.695	9.091
run0418	MergerID000175	24.523	69.356	7.764451e+04	0.018	24.343	3	39.010	1.679	0.484
run0418	MergerID000184	127.007	41.661	2.909978e+05	0.066	28.605	2	12.790	1092.655	212.538
run0418	MergerID000200	13.783	19.989	4.225219e+04	0.010	66.863	2	27.520	156.951	45.092
run0418	MergerID000220	123.872	62.859	1.944471e+05	0.044	25.481	3	18.330	55.231	10.843
run0418	MergerID000225	-12.877	-39.950	2.782816e+05	0.063	39.686	2	12.670	1367.865	347.022
run0418	MergerID000266	-126.525	-31.844	9.995663e+04	0.023	42.576	3	16.410	30.118	7.947
run0418	MergerID000271	-133.072	37.407	2.196746e+05	0.050	50.195	3	12.250	22.292	5.832
run0418	MergerID000278	82.460	58.358	2.517123e+05	0.057	24.361	3	14.380	32.644	7.970
run0418	MergerID000283	-71.514	79.475	1.628340e+05	0.037	52.602	3	14.100	13.725	3.712
run0418	MergerID000288	-162.467	-46.625	1.325593e+05	0.030	48.645	3	16.380	25.496	6.469
run0418	MergerID000291	149.892	3.875	2.870405e+05	0.065	15.324	3	13.060	135.782	35.860
run0418	MergerID000329	100.553	-19.218	2.101311e+05	0.048	31.159	3	12.320	64.117	16.347
run0418	MergerID000359	128.471	-59.898	1.440136e+05	0.033	24.849	3	14.490	41.548	11.606
run0418	MergerID000375	7.187	-3.023	1.435063e+05	0.032	39.623	3	19.860	27.183	6.754
run0418	MergerID000382	26.151	54.713	1.778697e+05	0.040	36.251	3	14.410	84.631	22.376
run0418	MergerID000387	21.631	-37.223	3.252575e+05	0.074	32.871	3	12.560	111.288	24.261
run0418	MergerID000408	-74.759	1.321	2.300629e+05	0.052	29.046	3	13.150	115.327	34.677
run0418	MergerID000427	115.350	58.291	1.543263e+05	0.035	55.668	2	17.170	464.038	128.123
run0418	MergerID000428	-12.634	69.685	2.388411e+05	0.054	27.998	3	12.730	31.249	8.078
run0419	MergerID000021	-25.666	-25.084	2.948284e+05	0.067	33.740	2	13.550	1111.107	310.237
run0419	MergerID000024	3.567	-45.234	4.056946e+05	0.092	12.162	2	12.370	1249.420	299.116
run0419	MergerID000029	-142.702	-49.866	9.407020e+04	0.021	76.626	3	14.790	26.329	6.811
run0419	MergerID000036	-103.196	74.165	9.192474e+04	0.021	86.711	2	12.840	1253.118	352.136
run0419	MergerID000047	148.325	31.605	1.848140e+05	0.042	37.881	3	19.590	25.748	6.131
run0419	MergerID000053	-19.226	-15.112	2.530530e+05	0.057	47.033	3	12.880	73.681	12.960
run0419	MergerID000054	152.382	23.121	2.305409e+05	0.052	59.022	3	15.050	40.680	9.837
run0419	MergerID000058	-45.304	5.595	1.533637e+05	0.035	42.157	3	15.530	70.104	22.094
run0419	MergerID000077	27.920	-29.521	2.373483e+05	0.054	44.216	3	12.770	35.473	9.081
run0419	MergerID000079	-121.818	24.036	2.316313e+05	0.052	16.047	3	13.970	30.766	8.594
run0419	MergerID000081	109.001	18.394	2.121942e+05	0.048	29.432	3	15.390	124.288	36.945
run0419	MergerID000124	12.845	-26.182	1.628287e+05	0.037	65.674	3	12.670	43.913	9.772
run0419	MergerID000263	166.405	35.218	3.311298e+05	0.075	28.782	2	12.460	1233.814	321.397
run0419	MergerID000299	179.931	44.091	2.644841e+05	0.060	11.143	3	17.790	13.323	3.547
run0419	MergerID000300	-9.086	-11.072	3.952236e+05	0.089	4.391	2	12.290	1408.846	334.367
run0419	MergerID000309	108.983	24.518	2.862523e+05	0.065	20.423	3	12.670	250.470	47.640
run0419	MergerID000315	-39.788	-29.733	1.475194e+05	0.033	71.143	2	13.520	1072.499	255.473
run0419	MergerID000317	-63.150	-19.251	2.922023e+05	0.066	34.791	2	12.050	1421.304	330.380
run0419	MergerID000329	123.157	51.134	1.355164e+05	0.031	63.290	2	16.690	887.868	219.108
run0419	MergerID000343	109.233	25.679	1.608879e+05	0.036	50.821	2	16.140	654.806	164.882
run0419	MergerID000388	99.416	-31.145	1.464693e+05	0.033	62.491	3	12.770	56.334	13.842
run0419	MergerID000393	85.860	2.174	1.315987e+05	0.030	44.280	3	17.330	41.728	10.243
run0419	MergerID000408	-2.933	52.224	6.706864e+04	0.015	70.725	3	13.160	25.836	7.103
run0419	MergerID000413	156.937	-65.745	1.366149e+05	0.031	48.706	3	13.070	30.321	8.234
run0420	MergerID000015	150.657	48.423	3.485590e+05	0.079	21.056	2	12.310	1347.171	391.478
run0420	MergerID000031	174.105	-40.967	2.013144e+05	0.046	10.282	3	13.760	40.400	10.634
run0420	MergerID000037	115.527	3.246	1.379840e+05	0.031	38.888	3	21.000	36.326	10.390
run0420	MergerID000058	-2.137	-24.587	2.648797e+05	0.060	17.128	3	16.140	18.640	4.855
run0420	MergerID000068	129.676	-22.423	2.097159e+05	0.047	47.358	3	13.010	121.839	21.772
run0420	MergerID000078	1.972	-0.142	1.398447e+05	0.032	43.921	2	17.810	427.974	121.278
run0420	MergerID000079	-58.009	7.252	8.648943e+04	0.020	68.105	3	17.640	84.674	27.198
run0420	MergerID000099	125.524	60.257	1.176630e+05	0.027	70.471	3	18.540	120.580	30.156
run0420	MergerID000122	24.131	-64.696	3.107163e+05	0.070	21.651	3	13.210	362.168	41.329
run0420	MergerID000131	168.860	29.273	2.629787e+05	0.059	39.158	3	14.570	41.793	8.809
run0420	MergerID000152	135.567	35.711	2.209774e+05	0.050	2.585	2	21.140	371.440	69.622
run0420	MergerID000200	69.216	68.756	2.634202e+05	0.060	26.932	3	13.800	32.484	7.472
run0420	MergerID000271	-34.160	-3.794	2.752686e+05	0.062	44.996	3	13.380	125.815	31.008
run0420	MergerID000319	97.452	-16.030	1.257180e+05	0.028	34.991	3	20.410	13.080	3.782
run0420	MergerID000324	-148.469	41.076	1.180774e+05	0.027	62.179	3	17.620	11.870	3.215
run0420	MergerID000344	4.714	-58.911	2.786574e+05	0.063	11.280	3	15.800	134.836	9.150
run0420	MergerID000348	169.359	-38.193	6.154857e+04	0.014	52.150	3	26.950	7.524	2.126
run0420	MergerID000364	159.450	64.467	1.016210e+05	0.023	80.088	2	18.910	726.055	187.517
run0420	MergerID000389	168.952	39.022	1.812765e+05	0.041	29.912	3	23.170	140.805	20.935
run0420	MergerID000392	20.597	78.133	2.172208e+05	0.049	31.299	3	12.990	20.482	5.428
run0420	MergerID000414	-22.551	21.974	1.386752e+05	0.031	51.723	3	14.430	60.688	16.596
run0420	MergerID000416	-26.500	11.351	3.046841e+05	0.069	7.489	3	12.400	123.376	31.326
run0420	MergerID000421	18.382	-28.686	2.967651e+05	0.067	27.449	3	14.100	19.286	5.017
run0421	MergerID000033	166.615	61.388	1.549001e+05	0.035	45.382	3	18.420	12.675	3.412
run0421	MergerID000045	97.442	-24.189	7.978111e+04	0.018	65.063	3	22.470	9.488	2.675
run0421	MergerID000066	75.285	-32.468	2.187445e+05	0.049	40.500	3	12.240	29.651	7.706
