Target Id RAJ2000 DEJ2000 Time Duration
gw_S190814bv_0 0 11.8182 -23.099 "2017-08-17 22:36" 15
gw_S190814bv_1 1 12.7184 -25.5771 "2017-08-17 22:51" 15
gw_S190814bv_2 2 12.1732 -23.5196 "2017-08-17 23:06" 15
gw_S190814bv_3 3 13.1745 -26.0678 "2017-08-17 23:21" 15
gw_S190814bv_4 4 11.9192 -23.6584 "2017-08-17 23:36" 15
gw_S190814bv_5 5 13.1745 -26.0678 "2017-08-17 23:51" 15
gw_S190814bv_6 6 11.9192 -23.6584 "2017-08-18 00:06" 15
gw_S190814bv_7 7 13.1745 -26.0678 "2017-08-18 00:21" 15
